RUN	simulations.ET_Simulation	et-simulation	1665150119031	 	3.3.1
USER	ETCreateClaim	1	START	1665150120965	1665150120965
REQUEST	1	ET_010_Home	ET_010_005_Home	1665150120990	1665150121667	OK	 
GROUP	1	ET_010_Home	1665150120980	1665150122914	1811	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665150126664	1665150126859	OK	 
GROUP	1	ET_020_Start	1665150126661	1665150127737	984	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665150130080	1665150130443	OK	 
GROUP	1	ET_030_Before_You_Continue	1665150130072	1665150130869	715	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665150134336	1665150134494	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665150134499	1665150134750	OK	 
GROUP	1	ET_040_Work_Postcode	1665150134300	1665150135269	898	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665150139085	1665150139224	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665150139227	1665150139553	OK	 
GROUP	1	ET_050_Claim_Yourself	1665150139081	1665150140148	1029	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665150143848	1665150143962	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665150143964	1665150144102	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665150143841	1665150144464	602	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665150146685	1665150146820	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665150146822	1665150146981	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665150146681	1665150147365	670	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665150149768	1665150149874	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665150149876	1665150149992	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665150149994	1665150150149	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665150150152	1665150150290	OK	 
GROUP	1	ET_080_Representative	1665150149761	1665150151222	1364	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665150154618	1665150155395	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665150155400	1665150160414	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665150160424	1665150160552	OK	 
GROUP	1	ET_090_Log_In	1665150154611	1665150160775	6115	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665150163815	1665150163989	OK	 
GROUP	1	ET_100_One_Go	1665150163809	1665150164163	325	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665150166375	1665150166554	KO	substring(What is your date of birth?).find.exists, found nothing
GROUP	1	ET_110_Personal_Details	1665150166371	1665150166576	179	KO
USER	ETCreateClaim	1	END	1665150120965	1665150166598
