RUN	simulations.ET_Simulation	et-simulation	1665655975173	 	3.3.1
USER	ETCreateClaim	1	START	1665655975979	1665655975979
REQUEST	1	ET_010_Home	ET_010_005_Home	1665655976018	1665655976164	OK	 
GROUP	1	ET_010_Home	1665655975993	1665655976613	487	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665655981154	1665655981205	OK	 
GROUP	1	ET_020_Start	1665655981150	1665655981365	188	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665655987647	1665655987700	OK	 
GROUP	1	ET_030_Before_You_Continue	1665655987641	1665655987841	138	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665655992510	1665655992546	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665655992550	1665655992609	OK	 
GROUP	1	ET_040_Work_Postcode	1665655992500	1665655993033	496	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665655999104	1665655999158	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665655999161	1665655999218	OK	 
GROUP	1	ET_050_Claim_Yourself	1665655999098	1665655999327	194	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665656003899	1665656003967	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665656003971	1665656004042	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665656003891	1665656004144	232	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665656010011	1665656010060	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665656010062	1665656010125	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665656010008	1665656010227	203	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665656016734	1665656016776	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665656016782	1665656016826	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665656016831	1665656016888	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665656016891	1665656017064	OK	 
GROUP	1	ET_080_Representative	1665656016729	1665656017401	582	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665656023948	1665656024140	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665656024146	1665656025701	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665656025705	1665656025760	OK	 
GROUP	1	ET_090_Log_In	1665656023941	1665656025861	1892	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665656031547	1665656031611	OK	 
GROUP	1	ET_100_One_Go	1665656031543	1665656031810	258	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665656036845	1665656036900	OK	 
GROUP	1	ET_110_Personal_Details	1665656036841	1665656037007	154	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665656042448	1665656042501	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665656042503	1665656042551	OK	 
GROUP	1	ET_120_DoB	1665656042439	1665656042678	217	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665656047284	1665656047325	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665656047331	1665656047395	OK	 
GROUP	1	ET_130_Sex	1665656047279	1665656047502	193	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665656054291	1665656054879	KO	regex("^"street1":(.*\,$)").findRandom.exists, found nothing
GROUP	1	ET_140_Your_Address_LookUp	1665656054289	1665656054900	588	KO
USER	ETCreateClaim	1	END	1665655975979	1665656054914
