RUN	simulations.ET_Simulation	et-simulation	1665140660726	 	3.3.1
USER	ETCreateClaim	1	START	1665140661745	1665140661745
REQUEST	1	ET_010_Home	ET_010_005_Home	1665140661771	1665140662112	OK	 
GROUP	1	ET_010_Home	1665140661753	1665140663240	1345	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665140665707	1665140665845	OK	 
GROUP	1	ET_020_Start	1665140665701	1665140666534	751	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665140668709	1665140668832	OK	 
GROUP	1	ET_030_Before_You_Continue	1665140668702	1665140669136	345	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665140671442	1665140671553	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665140671559	1665140671746	OK	 
GROUP	1	ET_040_Work_Postcode	1665140671413	1665140672236	765	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665140675023	1665140675157	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665140675164	1665140675320	OK	 
GROUP	1	ET_050_Claim_Yourself	1665140675015	1665140675959	889	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665140678216	1665140678362	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665140678375	1665140678803	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665140678210	1665140679160	902	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665140682304	1665140682434	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665140682441	1665140682574	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665140682300	1665140682738	405	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665140686666	1665140686924	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665140686932	1665140687049	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665140687053	1665140687189	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665140687198	1665140687396	OK	 
GROUP	1	ET_080_Representative	1665140686651	1665140688211	1447	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665140691535	1665140692672	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665140692690	1665140695939	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665140695951	1665140696324	OK	 
GROUP	1	ET_090_Log_In	1665140691513	1665140696576	4995	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665140700224	1665140700384	OK	 
GROUP	1	ET_100_One_Go	1665140700219	1665140700533	300	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665140702824	1665140702962	OK	 
GROUP	1	ET_110_Personal_Details	1665140702821	1665140703191	360	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665140705859	1665140705954	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665140705958	1665140706103	KO	substring(Sex and preferred title).find.exists, found nothing
GROUP	1	ET_120_DoB	1665140705840	1665140706127	240	KO
USER	ETCreateClaim	1	END	1665140661745	1665140706142
