RUN	simulations.ET_Simulation	et-simulation	1664968181272	 	3.3.1
USER	ETCreateClaim	1	START	1664968182257	1664968182257
REQUEST	1	ET_010_Home	ET_010_005_Home	1664968182283	1664968182785	OK	 
GROUP	1	ET_010_Home	1664968182271	1664968184140	1732	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1664968188172	1664968188392	OK	 
GROUP	1	ET_020_Start	1664968188162	1664968188539	346	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1664968191914	1664968192096	OK	 
GROUP	1	ET_030_Before_You_Continue	1664968191911	1664968192346	354	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1664968194647	1664968194770	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1664968194786	1664968194919	OK	 
GROUP	1	ET_040_Work_Postcode	1664968194621	1664968195461	747	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1664968198555	1664968198764	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1664968198769	1664968198924	OK	 
GROUP	1	ET_050_Claim_Yourself	1664968198551	1664968199079	485	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1664968202483	1664968202592	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1664968202598	1664968202727	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1664968202472	1664968202893	396	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1664968206061	1664968206171	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1664968206183	1664968206550	OK	 
GROUP	1	ET_070_ACAS_Certificate	1664968206052	1664968206703	611	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1664968209603	1664968209731	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1664968209745	1664968209834	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1664968209839	1664968209995	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1664968210002	1664968210423	OK	 
GROUP	1	ET_080_Representative	1664968209596	1664968211214	1498	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1664968215220	1664968219553	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1664968219562	1664968227428	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1664968227435	1664968227646	OK	 
GROUP	1	ET_090_Log_In	1664968215202	1664968227818	12561	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1664968231228	1664968231397	OK	 
GROUP	1	ET_100_One_Go	1664968231223	1664968231553	314	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1664968235136	1664968235492	OK	 
GROUP	1	ET_110_Personal_Details	1664968235133	1664968235648	505	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1664968238886	1664968239022	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1664968239033	1664968239143	OK	 
GROUP	1	ET_120_DoB	1664968238881	1664968239317	400	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1664968241899	1664968242036	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1664968242040	1664968242202	OK	 
GROUP	1	ET_130_Sex	1664968241893	1664968242384	457	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1664968246159	1664968246885	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1664968246152	1664968246897	726	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1664968250648	1664968250751	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1664968250755	1664968250959	OK	 
GROUP	1	ET_145_Your_Address_Select	1664968250643	1664968251105	426	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1664968253625	1664968253752	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1664968253764	1664968253956	KO	substring(How would you like to be contacted about your claim?).find.exists, found nothing
GROUP	1	ET_150_Telephone_Number	1664968253620	1664968254005	319	KO
USER	ETCreateClaim	1	END	1664968182257	1664968254021
