RUN	simulations.ET_Simulation	et-simulation	1665484990816	 	3.3.1
USER	ETCreateClaim	1	START	1665484991802	1665484991802
REQUEST	1	ET_010_Home	ET_010_005_Home	1665484991828	1665484992139	OK	 
GROUP	1	ET_010_Home	1665484991809	1665484993196	1228	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665484995528	1665484995678	OK	 
GROUP	1	ET_020_Start	1665484995523	1665484996048	482	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665484998287	1665484998406	OK	 
GROUP	1	ET_030_Before_You_Continue	1665484998283	1665484998816	480	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665485001825	1665485001899	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665485001902	1665485002110	OK	 
GROUP	1	ET_040_Work_Postcode	1665485001801	1665485002504	650	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665485005319	1665485005431	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665485005433	1665485005563	OK	 
GROUP	1	ET_050_Claim_Yourself	1665485005312	1665485005940	593	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665485009305	1665485009399	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665485009403	1665485009593	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665485009301	1665485009987	667	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665485013677	1665485013782	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665485013784	1665485013905	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665485013672	1665485014415	726	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665485018408	1665485018505	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665485018508	1665485018688	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665485018692	1665485018821	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665485018822	1665485018975	OK	 
GROUP	1	ET_080_Representative	1665485018402	1665485019703	1208	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665485023327	1665485023942	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665485023947	1665485028574	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665485028578	1665485028744	OK	 
GROUP	1	ET_090_Log_In	1665485023312	1665485028939	5594	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665485031324	1665485031459	OK	 
GROUP	1	ET_100_One_Go	1665485031321	1665485031974	642	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665485034757	1665485034907	OK	 
GROUP	1	ET_110_Personal_Details	1665485034752	1665485035064	295	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665485038617	1665485038723	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665485038727	1665485038936	OK	 
GROUP	1	ET_120_DoB	1665485038612	1665485039063	431	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665485041567	1665485041650	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665485041654	1665485041812	OK	 
GROUP	1	ET_130_Sex	1665485041563	1665485042324	741	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665485044827	1665485045485	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665485044821	1665485045488	658	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665485049077	1665485049197	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665485049204	1665485049339	OK	 
GROUP	1	ET_145_Your_Address_Select	1665485049072	1665485049497	407	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665485051733	1665485051840	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665485051842	1665485051961	OK	 
GROUP	1	ET_150_Telephone_Number	1665485051722	1665485052184	442	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665485054990	1665485055080	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665485055084	1665485055266	OK	 
GROUP	1	ET_160_Contact_Method	1665485054982	1665485055426	421	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665485059311	1665485059404	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665485059407	1665485059558	OK	 
GROUP	1	ET_170_Hearing_Participation	1665485059301	1665485059742	419	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665485061953	1665485062041	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665485062044	1665485062174	OK	 
GROUP	1	ET_180_Need_Support	1665485061952	1665485062436	464	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665485066174	1665485066266	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665485066268	1665485066422	OK	 
GROUP	1	ET_190_Contact_Completed	1665485066170	1665485066568	386	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665485069111	1665485069299	OK	 
GROUP	1	ET_200_Employment_Status	1665485069109	1665485069467	335	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1665485073259	1665485073372	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1665485073376	1665485073522	OK	 
GROUP	1	ET_210_Work_For_Org	1665485073250	1665485073660	382	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1665485076353	1665485076457	OK	 
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org Redirect 1	1665485076463	1665485076595	OK	 
GROUP	1	ET_220_Still_Work_For_Org	1665485076351	1665485077301	925	OK
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details	1665485079588	1665485079682	OK	 
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details Redirect 1	1665485079687	1665485079814	OK	 
GROUP	1	ET_230_Employment_Details	1665485079582	1665485080083	481	OK
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date	1665485083470	1665485083567	OK	 
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date Redirect 1	1665485083570	1665485083698	OK	 
GROUP	1	ET_240_Start_Date	1665485083462	1665485083844	358	OK
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End	1665485087666	1665485087763	OK	 
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End Redirect 1	1665485087767	1665485087880	OK	 
GROUP	1	ET_250_Notice_End	1665485087662	1665485088368	694	OK
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months	1665485091235	1665485091366	OK	 
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months Redirect 1	1665485091369	1665485091510	OK	 
GROUP	1	ET_260_Weeks_Or_Months	1665485091231	1665485091864	611	OK
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months	1665485094197	1665485094311	OK	 
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months Redirect 1	1665485094314	1665485094450	OK	 
GROUP	1	ET_270_Number_Of_Months	1665485094194	1665485094663	454	OK
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours	1665485097546	1665485097661	OK	 
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours Redirect 1	1665485097665	1665485097885	OK	 
