RUN	simulations.ET_Simulation	et-simulation	1666167557248	 	3.3.1
USER	ETCreateClaim	1	START	1666167558257	1666167558257
REQUEST	1	ET_010_Home	ET_010_005_Home	1666167558296	1666167558881	OK	 
GROUP	1	ET_010_Home	1666167558270	1666167560066	1653	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1666167565885	1666167566032	OK	 
GROUP	1	ET_020_Start	1666167565875	1666167566314	394	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1666167571850	1666167571993	OK	 
GROUP	1	ET_030_Before_You_Continue	1666167571844	1666167572227	310	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1666167576540	1666167576629	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1666167576636	1666167576784	OK	 
GROUP	1	ET_040_Work_Postcode	1666167576534	1666167576919	363	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1666167582237	1666167582344	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1666167582348	1666167582446	OK	 
GROUP	1	ET_050_Claim_Yourself	1666167582225	1666167582612	337	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1666167588303	1666167588410	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1666167588414	1666167588565	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1666167588290	1666167588714	377	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1666167594441	1666167594611	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1666167594617	1666167594745	OK	 
GROUP	1	ET_070_ACAS_Certificate	1666167594435	1666167594913	447	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1666167599379	1666167599494	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1666167599504	1666167599661	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1666167599665	1666167599804	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1666167599811	1666167600149	OK	 
GROUP	1	ET_080_Representative	1666167599374	1666167600732	1252	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1666167606159	1666167606996	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1666167607000	1666167616438	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1666167616442	1666167616618	OK	 
GROUP	1	ET_090_Log_In	1666167606144	1666167616777	10591	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1666167621884	1666167622035	OK	 
GROUP	1	ET_100_One_Go	1666167621876	1666167622177	284	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1666167627397	1666167627516	OK	 
GROUP	1	ET_110_Personal_Details	1666167627394	1666167627781	347	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1666167634518	1666167634613	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1666167634621	1666167634796	OK	 
GROUP	1	ET_120_DoB	1666167634504	1666167635003	457	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1666167639966	1666167640074	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1666167640081	1666167640338	OK	 
GROUP	1	ET_130_Sex	1666167639964	1666167640491	507	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1666167646834	1666167647454	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1666167646826	1666167647462	620	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1666167652326	1666167652420	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1666167652425	1666167652563	OK	 
GROUP	1	ET_145_Your_Address_Select	1666167652324	1666167652765	401	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1666167658919	1666167659026	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1666167659033	1666167659118	OK	 
GROUP	1	ET_150_Telephone_Number	1666167658914	1666167659259	320	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1666167664440	1666167664526	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1666167664536	1666167664700	OK	 
GROUP	1	ET_160_Contact_Method	1666167664425	1666167664865	400	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1666167670800	1666167670893	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1666167670900	1666167670999	OK	 
GROUP	1	ET_170_Hearing_Participation	1666167670794	1666167671188	361	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1666167676704	1666167676839	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1666167676841	1666167676981	OK	 
GROUP	1	ET_180_Need_Support	1666167676703	1666167677130	419	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1666167683268	1666167683362	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1666167683363	1666167683458	OK	 
GROUP	1	ET_190_Contact_Completed	1666167683265	1666167683597	319	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1666167688521	1666167688662	OK	 
GROUP	1	ET_200_Employment_Status	1666167688520	1666167688810	265	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1666167692947	1666167693023	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1666167693028	1666167693164	OK	 
GROUP	1	ET_210_Work_For_Org	1666167692944	1666167693388	424	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1666167698016	1666167728145	KO	substring(Employment details).find.exists, found nothing
GROUP	1	ET_220_Still_Work_For_Org	1666167698015	1666167728176	30129	KO
USER	ETCreateClaim	1	END	1666167558257	1666167728183
