RUN	simulations.ET_Simulation	et-simulation	1665483075898	 	3.3.1
USER	ETCreateClaim	1	START	1665483077281	1665483077281
REQUEST	1	ET_010_Home	ET_010_005_Home	1665483077297	1665483077684	OK	 
GROUP	1	ET_010_Home	1665483077286	1665483078458	1057	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665483082052	1665483082195	OK	 
GROUP	1	ET_020_Start	1665483082038	1665483082691	580	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665483085412	1665483085535	OK	 
GROUP	1	ET_030_Before_You_Continue	1665483085406	1665483086654	1184	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665483088893	1665483088995	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665483088999	1665483089320	OK	 
GROUP	1	ET_040_Work_Postcode	1665483088865	1665483089905	984	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665483093731	1665483093858	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665483093860	1665483093966	OK	 
GROUP	1	ET_050_Claim_Yourself	1665483093726	1665483094486	720	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665483097031	1665483097365	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665483097371	1665483097542	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665483097025	1665483098107	1055	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665483101531	1665483101676	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665483101683	1665483101805	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665483101528	1665483101936	392	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665483105758	1665483105871	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665483105874	1665483106011	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665483106014	1665483106107	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665483106110	1665483106229	OK	 
GROUP	1	ET_080_Representative	1665483105752	1665483107184	1356	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665483109282	1665483109780	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665483109785	1665483113580	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665483113586	1665483113686	OK	 
GROUP	1	ET_090_Log_In	1665483109266	1665483113840	4539	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665483116808	1665483116923	OK	 
GROUP	1	ET_100_One_Go	1665483116805	1665483117066	247	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665483119430	1665483119571	OK	 
GROUP	1	ET_110_Personal_Details	1665483119426	1665483119746	298	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665483122327	1665483122406	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665483122407	1665483122543	OK	 
GROUP	1	ET_120_DoB	1665483122325	1665483122708	371	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665483124920	1665483125029	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665483125032	1665483125165	OK	 
GROUP	1	ET_130_Sex	1665483124916	1665483125281	347	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665483128000	1665483128726	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665483127995	1665483128731	726	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665483131276	1665483131394	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665483131398	1665483131491	OK	 
GROUP	1	ET_145_Your_Address_Select	1665483131275	1665483131654	363	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665483134362	1665483134447	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665483134452	1665483134694	OK	 
GROUP	1	ET_150_Telephone_Number	1665483134356	1665483134951	570	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665483138564	1665483138677	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665483138681	1665483138794	OK	 
GROUP	1	ET_160_Contact_Method	1665483138556	1665483139360	783	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665483141620	1665483141728	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665483141731	1665483141848	OK	 
GROUP	1	ET_170_Hearing_Participation	1665483141606	1665483142062	431	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665483145437	1665483145532	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665483145535	1665483145637	OK	 
GROUP	1	ET_180_Need_Support	1665483145426	1665483145772	317	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665483148542	1665483148651	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665483148654	1665483149168	OK	 
GROUP	1	ET_190_Contact_Completed	1665483148535	1665483149408	851	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665483152266	1665483152439	OK	 
GROUP	1	ET_200_Employment_Status	1665483152264	1665483152798	512	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1665483155189	1665483155309	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1665483155312	1665483155450	OK	 
GROUP	1	ET_210_Work_For_Org	1665483155185	1665483155618	414	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1665483159401	1665483159512	OK	 
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org Redirect 1	1665483159519	1665483159649	OK	 
GROUP	1	ET_220_Still_Work_For_Org	1665483159396	1665483159843	422	OK
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details	1665483162729	1665483162829	OK	 
