RUN	simulations.ET_Simulation	et-simulation	1664977245389	 	3.3.1
USER	ETCreateClaim	1	START	1664977246475	1664977246475
REQUEST	1	ET_010_Home	ET_010_005_Home	1664977246502	1664977246870	OK	 
GROUP	1	ET_010_Home	1664977246490	1664977247791	1178	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1664977251050	1664977251203	OK	 
GROUP	1	ET_020_Start	1664977251042	1664977251392	292	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1664977253560	1664977253698	OK	 
GROUP	1	ET_030_Before_You_Continue	1664977253550	1664977254291	662	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1664977257843	1664977257942	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1664977257953	1664977258068	OK	 
GROUP	1	ET_040_Work_Postcode	1664977257809	1664977258557	666	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1664977262196	1664977262325	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1664977262332	1664977262527	OK	 
GROUP	1	ET_050_Claim_Yourself	1664977262191	1664977263270	1040	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1664977266072	1664977266177	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1664977266189	1664977266339	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1664977266061	1664977266860	750	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1664977269383	1664977269520	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1664977269523	1664977269725	OK	 
GROUP	1	ET_070_ACAS_Certificate	1664977269376	1664977270311	915	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1664977273315	1664977273415	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1664977273425	1664977273574	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1664977273585	1664977273737	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1664977273742	1664977274020	OK	 
GROUP	1	ET_080_Representative	1664977273302	1664977274827	1389	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1664977276962	1664977277666	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1664977277678	1664977285037	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1664977285047	1664977285165	OK	 
GROUP	1	ET_090_Log_In	1664977276941	1664977285334	8329	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1664977288074	1664977288230	OK	 
GROUP	1	ET_100_One_Go	1664977288061	1664977288979	887	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1664977291425	1664977291587	OK	 
GROUP	1	ET_110_Personal_Details	1664977291422	1664977292042	608	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1664977295367	1664977295518	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1664977295532	1664977295638	OK	 
GROUP	1	ET_120_DoB	1664977295361	1664977296076	673	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1664977298226	1664977298356	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1664977298361	1664977298513	OK	 
GROUP	1	ET_130_Sex	1664977298221	1664977298807	554	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1664977302622	1664977303364	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1664977302612	1664977303374	742	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1664977306746	1664977306851	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1664977306860	1664977307017	OK	 
GROUP	1	ET_145_Your_Address_Select	1664977306741	1664977307172	393	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1664977309494	1664977309607	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1664977309622	1664977309776	OK	 
GROUP	1	ET_150_Telephone_Number	1664977309491	1664977310072	545	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1664977312298	1664977312483	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1664977312495	1664977312670	OK	 
GROUP	1	ET_160_Contact_Method	1664977312291	1664977313631	1292	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1664977316427	1664977316529	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1664977316533	1664977316692	OK	 
GROUP	1	ET_170_Hearing_Participation	1664977316411	1664977316867	408	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1664977319306	1664977319397	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1664977319401	1664977319521	OK	 
GROUP	1	ET_180_Need_Support	1664977319291	1664977319713	391	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1664977321785	1664977321900	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1664977321904	1664977322035	KO	substring(Tell us what you want from your claim                   </a>                                  </span>                                                <strong class="govuk-tag app-task-list__tag">   COMPLETED).find.exists, found nothing
