RUN	simulations.ET_Simulation	et-simulation	1665494713651	 	3.3.1
USER	ETCreateClaim	1	START	1665494714632	1665494714632
REQUEST	1	ET_010_Home	ET_010_005_Home	1665494714658	1665494714960	OK	 
GROUP	1	ET_010_Home	1665494714639	1665494717043	2232	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665494719322	1665494719448	OK	 
GROUP	1	ET_020_Start	1665494719316	1665494720343	999	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665494722957	1665494723101	OK	 
GROUP	1	ET_030_Before_You_Continue	1665494722954	1665494723547	533	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665494727383	1665494727540	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665494727546	1665494727809	OK	 
GROUP	1	ET_040_Work_Postcode	1665494727356	1665494728473	1057	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665494730710	1665494730849	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665494730854	1665494730993	OK	 
GROUP	1	ET_050_Claim_Yourself	1665494730705	1665494731555	809	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665494734686	1665494734820	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665494734823	1665494734944	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665494734685	1665494736363	1666	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665494739542	1665494740013	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665494740017	1665494740131	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665494739537	1665494740501	944	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665494742675	1665494742776	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665494742779	1665494742930	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665494742931	1665494743108	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665494743110	1665494743251	OK	 
GROUP	1	ET_080_Representative	1665494742664	1665494744715	1958	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665494748657	1665494749209	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665494749215	1665494753404	OK	 
