RUN	simulations.ET_Simulation	et-simulation	1665152182434	 	3.3.1
USER	ETCreateClaim	1	START	1665152183531	1665152183531
REQUEST	1	ET_010_Home	ET_010_005_Home	1665152183555	1665152183857	OK	 
GROUP	1	ET_010_Home	1665152183542	1665152184640	966	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665152187227	1665152187359	OK	 
GROUP	1	ET_020_Start	1665152187219	1665152187715	452	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665152191225	1665152191360	OK	 
GROUP	1	ET_030_Before_You_Continue	1665152191220	1665152191664	390	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665152194571	1665152194674	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665152194679	1665152194785	OK	 
GROUP	1	ET_040_Work_Postcode	1665152194559	1665152195421	813	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665152197798	1665152197896	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665152197899	1665152198040	OK	 
GROUP	1	ET_050_Claim_Yourself	1665152197789	1665152198384	562	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665152200464	1665152200589	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665152200591	1665152200805	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665152200458	1665152201141	662	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665152204405	1665152204496	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665152204502	1665152204651	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665152204399	1665152205009	584	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665152207534	1665152207632	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665152207636	1665152207717	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665152207721	1665152207839	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665152207841	1665152207973	OK	 
GROUP	1	ET_080_Representative	1665152207529	1665152208667	1052	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665152212373	1665152213112	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665152213116	1665152221021	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665152221025	1665152221165	OK	 
GROUP	1	ET_090_Log_In	1665152212358	1665152221332	8942	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665152223472	1665152223596	OK	 
GROUP	1	ET_100_One_Go	1665152223468	1665152223807	327	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665152226782	1665152227123	OK	 
