RUN	simulations.ET_Simulation	et-simulation	1664977574875	 	3.3.1
USER	ETCreateClaim	1	START	1664977576158	1664977576158
REQUEST	1	ET_010_Home	ET_010_005_Home	1664977576189	1664977576568	OK	 
GROUP	1	ET_010_Home	1664977576177	1664977577698	1397	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1664977581016	1664977581173	OK	 
GROUP	1	ET_020_Start	1664977581010	1664977582275	1166	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1664977584910	1664977586299	OK	 
GROUP	1	ET_030_Before_You_Continue	1664977584901	1664977586504	1520	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1664977588941	1664977589028	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1664977589044	1664977589155	OK	 
GROUP	1	ET_040_Work_Postcode	1664977588910	1664977589512	532	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1664977591973	1664977592121	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1664977592128	1664977592275	OK	 
GROUP	1	ET_050_Claim_Yourself	1664977591968	1664977592670	645	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1664977595805	1664977595892	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1664977595906	1664977596000	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1664977595798	1664977596587	742	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1664977599908	1664977600026	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1664977600030	1664977600131	OK	 
GROUP	1	ET_070_ACAS_Certificate	1664977599904	1664977600419	488	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1664977603765	1664977603846	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1664977603856	1664977603973	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1664977603982	1664977604103	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1664977604107	1664977604436	OK	 
GROUP	1	ET_080_Representative	1664977603750	1664977605223	1341	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1664977607833	1664977608452	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1664977608464	1664977614623	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1664977614634	1664977614763	OK	 
GROUP	1	ET_090_Log_In	1664977607809	1664977614902	7025	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1664977618039	1664977618254	OK	 
GROUP	1	ET_100_One_Go	1664977618030	1664977618794	741	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1664977620864	1664977620969	OK	 
GROUP	1	ET_110_Personal_Details	1664977620859	1664977621320	449	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1664977624795	1664977624908	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1664977624920	1664977625080	OK	 
GROUP	1	ET_120_DoB	1664977624790	1664977625238	400	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1664977628616	1664977628702	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1664977628707	1664977628953	OK	 
GROUP	1	ET_130_Sex	1664977628610	1664977629468	822	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1664977632948	1664977633673	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1664977632940	1664977633682	725	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1664977636303	1664977636415	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1664977636419	1664977636547	OK	 
GROUP	1	ET_145_Your_Address_Select	1664977636299	1664977637275	947	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1664977640534	1664977640654	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1664977640667	1664977640774	OK	 
GROUP	1	ET_150_Telephone_Number	1664977640530	1664977641520	959	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1664977643615	1664977643771	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1664977643785	1664977643959	OK	 
GROUP	1	ET_160_Contact_Method	1664977643610	1664977644746	1098	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1664977647968	1664977648075	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1664977648079	1664977648206	OK	 
GROUP	1	ET_170_Hearing_Participation	1664977647950	1664977648552	552	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1664977652499	1664977652618	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1664977652621	1664977671769	KO	substring(Have you completed this section?).find.exists, found nothing
GROUP	1	ET_180_Need_Support	1664977652490	1664977671820	19267	KO
USER	ETCreateClaim	1	END	1664977576158	1664977671829
