RUN	simulations.ET_Simulation	et-simulation	1665150452591	 	3.3.1
USER	ETCreateClaim	1	START	1665150454209	1665150454209
REQUEST	1	ET_010_Home	ET_010_005_Home	1665150454227	1665150454747	OK	 
GROUP	1	ET_010_Home	1665150454217	1665150455750	1426	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665150458132	1665150458262	OK	 
GROUP	1	ET_020_Start	1665150458129	1665150458663	500	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665150461765	1665150461891	OK	 
GROUP	1	ET_030_Before_You_Continue	1665150461760	1665150462562	741	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665150465980	1665150466105	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665150466111	1665150466220	OK	 
GROUP	1	ET_040_Work_Postcode	1665150465968	1665150466699	682	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665150469002	1665150469150	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665150469154	1665150469269	OK	 
GROUP	1	ET_050_Claim_Yourself	1665150468998	1665150469633	609	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665150472021	1665150472124	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665150472130	1665150472258	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665150472019	1665150472899	855	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665150476167	1665150476351	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665150476355	1665150476529	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665150476162	1665150476880	697	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665150480481	1665150480593	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665150480595	1665150480712	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665150480713	1665150480851	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665150480854	1665150481036	OK	 
GROUP	1	ET_080_Representative	1665150480479	1665150481851	1307	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665150484907	1665150485637	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665150485641	1665150492465	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665150492468	1665150492575	OK	 
GROUP	1	ET_090_Log_In	1665150484890	1665150492750	7828	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665150495469	1665150495592	OK	 
GROUP	1	ET_100_One_Go	1665150495468	1665150495736	258	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665150497804	1665150497943	OK	 
GROUP	1	ET_110_Personal_Details	1665150497800	1665150498130	310	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665150501766	1665150501858	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665150501860	1665150501975	KO	substring(Sex and preferred title).find.exists, found nothing
GROUP	1	ET_120_DoB	1665150501759	1665150501986	207	KO
USER	ETCreateClaim	1	END	1665150454209	1665150501997
