RUN	simulations.ET_Simulation	et-simulation	1665657455894	 	3.3.1
USER	ETCreateClaim	1	START	1665657456717	1665657456717
REQUEST	1	ET_010_Home	ET_010_005_Home	1665657456753	1665657456893	OK	 
GROUP	1	ET_010_Home	1665657456728	1665657457367	496	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665657461967	1665657462071	OK	 
GROUP	1	ET_020_Start	1665657461961	1665657462197	202	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665657468274	1665657468338	OK	 
GROUP	1	ET_030_Before_You_Continue	1665657468269	1665657468469	143	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665657474243	1665657474283	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665657474291	1665657474358	OK	 
GROUP	1	ET_040_Work_Postcode	1665657474220	1665657474672	399	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665657480148	1665657480218	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665657480222	1665657480313	OK	 
GROUP	1	ET_050_Claim_Yourself	1665657480140	1665657480390	209	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665657485004	1665657485064	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665657485067	1665657485135	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665657484999	1665657485231	209	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665657491186	1665657491237	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665657491240	1665657491308	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665657491180	1665657491401	203	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665657496862	1665657496910	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665657496918	1665657496973	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665657496978	1665657497025	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665657497028	1665657497174	OK	 
GROUP	1	ET_080_Representative	1665657496859	1665657497574	628	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665657501647	1665657502161	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665657502165	1665657505465	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665657505471	1665657505542	OK	 
GROUP	1	ET_090_Log_In	1665657501640	1665657505634	3967	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665657511938	1665657511999	OK	 
GROUP	1	ET_100_One_Go	1665657511933	1665657512095	148	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665657516462	1665657516510	OK	 
GROUP	1	ET_110_Personal_Details	1665657516460	1665657516606	133	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665657523544	1665657523585	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665657523586	1665657523637	OK	 
GROUP	1	ET_120_DoB	1665657523539	1665657523726	169	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665657530164	1665657530205	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665657530210	1665657530273	OK	 
GROUP	1	ET_130_Sex	1665657530160	1665657530378	195	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665657535742	1665657536390	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665657535738	1665657536398	648	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665657541224	1665657541271	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665657541277	1665657541361	OK	 
GROUP	1	ET_145_Your_Address_Select	1665657541220	1665657541427	189	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665657547134	1665657547186	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665657547193	1665657547247	KO	substring(How would you like to be contacted about your claim?).find.exists, found nothing
GROUP	1	ET_150_Telephone_Number	1665657547130	1665657547277	106	KO
USER	ETCreateClaim	1	END	1665657456717	1665657547288
