RUN	simulations.ET_Simulation	et-simulation	1665656618676	 	3.3.1
USER	ETCreateClaim	1	START	1665656619470	1665656619470
REQUEST	1	ET_010_Home	ET_010_005_Home	1665656619503	1665656619767	OK	 
GROUP	1	ET_010_Home	1665656619481	1665656620300	658	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665656625627	1665656625703	OK	 
GROUP	1	ET_020_Start	1665656625624	1665656625815	149	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665656631849	1665656631900	OK	 
GROUP	1	ET_030_Before_You_Continue	1665656631843	1665656632039	129	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665656637574	1665656637790	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665656637807	1665656637857	OK	 
GROUP	1	ET_040_Work_Postcode	1665656637542	1665656638236	629	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665656644481	1665656644559	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665656644563	1665656644617	OK	 
GROUP	1	ET_050_Claim_Yourself	1665656644471	1665656644724	224	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665656649497	1665656649886	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665656649893	1665656649983	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665656649484	1665656650082	563	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665656654311	1665656654352	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665656654364	1665656654459	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665656654303	1665656654578	244	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665656659948	1665656660011	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665656660018	1665656660131	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665656660134	1665656660201	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665656660204	1665656660395	OK	 
GROUP	1	ET_080_Representative	1665656659943	1665656661088	1058	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665656667841	1665656668213	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665656668218	1665656672099	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665656672103	1665656672160	OK	 
GROUP	1	ET_090_Log_In	1665656667833	1665656672278	4414	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665656678530	1665656678587	OK	 
GROUP	1	ET_100_One_Go	1665656678523	1665656678681	146	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665656685019	1665656685073	OK	 
GROUP	1	ET_110_Personal_Details	1665656685016	1665656685170	139	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665656690972	1665656691010	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665656691014	1665656691063	OK	 
GROUP	1	ET_120_DoB	1665656690963	1665656691159	168	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665656696074	1665656696111	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665656696114	1665656696183	OK	 
GROUP	1	ET_130_Sex	1665656696073	1665656696275	186	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665656700565	1665656701164	KO	regex(^"street1":(.*\,$)).findRandom.exists, found nothing
GROUP	1	ET_140_Your_Address_LookUp	1665656700561	1665656701207	599	KO
USER	ETCreateClaim	1	END	1665656619470	1665656701220
