RUN	simulations.ET_Simulation	et-simulation	1665652446637	 	3.3.1
USER	ETCreateClaim	1	START	1665652447442	1665652447442
REQUEST	1	ET_010_Home	ET_010_005_Home	1665652447477	1665652447661	OK	 
GROUP	1	ET_010_Home	1665652447452	1665652448119	543	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665652453797	1665652453906	OK	 
GROUP	1	ET_020_Start	1665652453790	1665652453995	170	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665652460078	1665652460192	OK	 
GROUP	1	ET_030_Before_You_Continue	1665652460072	1665652460312	166	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665652467225	1665652467288	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665652467294	1665652467387	OK	 
GROUP	1	ET_040_Work_Postcode	1665652467201	1665652467683	436	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665652471874	1665652471935	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665652471937	1665652472024	OK	 
GROUP	1	ET_050_Claim_Yourself	1665652471870	1665652472098	200	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665652479041	1665652479098	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665652479101	1665652479165	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665652479033	1665652479273	215	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665652486045	1665652486101	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665652486105	1665652486175	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665652486040	1665652486287	230	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665652492973	1665652493030	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665652493035	1665652493083	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665652493086	1665652493122	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665652493123	1665652493269	OK	 
GROUP	1	ET_080_Representative	1665652492968	1665652493929	893	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665652499236	1665652499865	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665652499872	1665652502424	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665652502428	1665652502488	OK	 
GROUP	1	ET_090_Log_In	1665652499228	1665652502587	3333	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665652508185	1665652508249	OK	 
GROUP	1	ET_100_One_Go	1665652508180	1665652508352	155	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665652513234	1665652513284	OK	 
GROUP	1	ET_110_Personal_Details	1665652513230	1665652513376	131	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665652517564	1665652517603	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665652517605	1665652517646	OK	 
GROUP	1	ET_120_DoB	1665652517559	1665652517748	171	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665652524155	1665652524202	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665652524206	1665652524273	OK	 
GROUP	1	ET_130_Sex	1665652524150	1665652524357	190	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665652528763	1665652529349	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665652528759	1665652529354	586	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665652536345	1665652536387	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665652536395	1665652536459	OK	 
GROUP	1	ET_145_Your_Address_Select	1665652536341	1665652536530	170	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665652542004	1665652542049	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665652542053	1665652542121	OK	 
GROUP	1	ET_150_Telephone_Number	1665652541999	1665652542253	232	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665652548177	1665652548241	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665652548259	1665652548326	OK	 
GROUP	1	ET_160_Contact_Method	1665652548160	1665652548407	203	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665652554077	1665652554129	OK	 
