RUN	simulations.ET_Simulation	et-simulation	1665138490362	 	3.3.1
USER	ETCreateClaim	1	START	1665138491947	1665138491947
REQUEST	1	ET_010_Home	ET_010_005_Home	1665138491970	1665138492500	OK	 
GROUP	1	ET_010_Home	1665138491958	1665138493366	1271	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665138496954	1665138497199	OK	 
GROUP	1	ET_020_Start	1665138496949	1665138506782	9803	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665138510541	1665138511008	OK	 
GROUP	1	ET_030_Before_You_Continue	1665138510538	1665138520537	9927	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665138524523	1665138524754	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665138524759	1665138525098	OK	 
GROUP	1	ET_040_Work_Postcode	1665138524508	1665138525779	1220	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665138527914	1665138528034	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665138528036	1665138528396	OK	 
GROUP	1	ET_050_Claim_Yourself	1665138527910	1665138537517	9584	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665138540851	1665138540991	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665138540999	1665138541154	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665138540847	1665138541768	887	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665138544192	1665138544363	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665138544369	1665138544559	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665138544179	1665138553707	9482	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665138557207	1665138557303	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665138557306	1665138557450	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665138557452	1665138557606	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665138557609	1665138566538	OK	 
GROUP	1	ET_080_Representative	1665138557198	1665138567306	10022	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665138570506	1665138572826	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665138572831	1665138585795	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665138585801	1665138585936	OK	 
GROUP	1	ET_090_Log_In	1665138570497	1665138586107	15583	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665138588744	1665138588887	OK	 
GROUP	1	ET_100_One_Go	1665138588740	1665138589040	283	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665138592904	1665138593040	KO	substring(What is your date of birth?).find.exists, found nothing
GROUP	1	ET_110_Personal_Details	1665138592899	1665138593051	136	KO
USER	ETCreateClaim	1	END	1665138491947	1665138593064
