RUN	simulations.ET_Simulation	et-simulation	1664968754733	 	3.3.1
USER	ETCreateClaim	1	START	1664968755860	1664968755860
REQUEST	1	ET_010_Home	ET_010_005_Home	1664968755887	1664968756291	OK	 
GROUP	1	ET_010_Home	1664968755875	1664968758038	2032	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1664968761870	1664968762081	OK	 
GROUP	1	ET_020_Start	1664968761860	1664968762234	336	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1664968764288	1664968764515	OK	 
GROUP	1	ET_030_Before_You_Continue	1664968764280	1664968764728	370	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1664968768559	1664968768689	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1664968768702	1664968768877	OK	 
GROUP	1	ET_040_Work_Postcode	1664968768529	1664968769621	1005	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1664968772291	1664968772454	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1664968772458	1664968772664	OK	 
GROUP	1	ET_050_Claim_Yourself	1664968772288	1664968772934	613	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1664968776752	1664968776876	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1664968776881	1664968776967	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1664968776739	1664968777140	367	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1664968780089	1664968780192	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1664968780195	1664968780327	OK	 
GROUP	1	ET_070_ACAS_Certificate	1664968780085	1664968780475	362	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1664968783548	1664968783652	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1664968783664	1664968783761	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1664968783771	1664968783918	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1664968783924	1664968784247	OK	 
