RUN	simulations.ET_Simulation	et-simulation	1665152033474	 	3.3.1
USER	ETCreateClaim	1	START	1665152034608	1665152034608
REQUEST	1	ET_010_Home	ET_010_005_Home	1665152034626	1665152035032	OK	 
GROUP	1	ET_010_Home	1665152034613	1665152036038	1309	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665152039917	1665152040075	OK	 
GROUP	1	ET_020_Start	1665152039912	1665152040542	594	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665152043948	1665152044093	OK	 
GROUP	1	ET_030_Before_You_Continue	1665152043942	1665152044472	467	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665152046913	1665152047038	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665152047041	1665152047200	OK	 
GROUP	1	ET_040_Work_Postcode	1665152046882	1665152047758	816	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665152051409	1665152051534	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665152051539	1665152051625	OK	 
GROUP	1	ET_050_Claim_Yourself	1665152051402	1665152051917	470	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665152054429	1665152054526	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665152054528	1665152054664	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665152054422	1665152054989	543	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665152057698	1665152057791	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665152057794	1665152057919	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665152057692	1665152058208	494	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665152061356	1665152061458	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665152061461	1665152061631	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665152061633	1665152061720	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665152061724	1665152061808	OK	 
GROUP	1	ET_080_Representative	1665152061352	1665152062577	1144	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665152066141	1665152066942	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665152066944	1665152073606	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665152073608	1665152073699	OK	 
GROUP	1	ET_090_Log_In	1665152066130	1665152073888	7736	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665152076246	1665152076368	OK	 
GROUP	1	ET_100_One_Go	1665152076242	1665152076614	358	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665152079977	1665152080181	OK	 
GROUP	1	ET_110_Personal_Details	1665152079971	1665152080447	453	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665152082834	1665152082930	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665152082934	1665152083058	KO	substring(What is your date of birth?).find.exists, found nothing
GROUP	1	ET_120_DoB	1665152082832	1665152083074	220	KO
USER	ETCreateClaim	1	END	1665152034608	1665152083087
