RUN	simulations.ET_Simulation	et-simulation	1665497331715	 	3.3.1
USER	ETCreateClaim	1	START	1665497332822	1665497332822
REQUEST	1	ET_010_Home	ET_010_005_Home	1665497332850	1665497333473	OK	 
GROUP	1	ET_010_Home	1665497332829	1665497334394	1435	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665497338046	1665497338389	OK	 
GROUP	1	ET_020_Start	1665497338040	1665497339056	979	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665497342417	1665497342558	OK	 
GROUP	1	ET_030_Before_You_Continue	1665497342411	1665497343099	626	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665497345318	1665497345427	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665497345430	1665497345608	OK	 
GROUP	1	ET_040_Work_Postcode	1665497345292	1665497346135	790	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665497348247	1665497348359	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665497348361	1665497348495	OK	 
GROUP	1	ET_050_Claim_Yourself	1665497348241	1665497348819	540	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665497351325	1665497351448	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665497351452	1665497351669	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665497351320	1665497352332	987	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665497355413	1665497355543	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665497355548	1665497355657	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665497355410	1665497356048	622	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665497359777	1665497359904	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665497359906	1665497360012	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665497360014	1665497360249	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665497360254	1665497360389	OK	 
GROUP	1	ET_080_Representative	1665497359760	1665497361826	1976	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665497364112	1665497364733	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665497364739	1665497368690	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665497368695	1665497369035	OK	 
GROUP	1	ET_090_Log_In	1665497364100	1665497369193	5059	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665497371516	1665497371637	OK	 
GROUP	1	ET_100_One_Go	1665497371512	1665497371776	254	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665497373785	1665497373899	OK	 
GROUP	1	ET_110_Personal_Details	1665497373780	1665497374077	284	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665497377479	1665497377929	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665497377935	1665497378059	OK	 
GROUP	1	ET_120_DoB	1665497377471	1665497378875	1374	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665497382213	1665497382342	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665497382351	1665497382664	OK	 
GROUP	1	ET_130_Sex	1665497382210	1665497382896	653	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665497385855	1665497386809	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665497385841	1665497386811	954	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665497389317	1665497389436	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665497389445	1665497389571	OK	 
GROUP	1	ET_145_Your_Address_Select	1665497389311	1665497389884	542	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665497393136	1665497393220	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665497393229	1665497393362	OK	 
GROUP	1	ET_150_Telephone_Number	1665497393121	1665497395027	1872	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665497398073	1665497398176	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665497398181	1665497398323	OK	 
GROUP	1	ET_160_Contact_Method	1665497398060	1665497401354	3256	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665497403924	1665497404087	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665497404092	1665497404254	OK	 
GROUP	1	ET_170_Hearing_Participation	1665497403919	1665497404460	515	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665497406708	1665497406799	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665497406805	1665497406923	OK	 
GROUP	1	ET_180_Need_Support	1665497406701	1665497407262	527	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665497410650	1665497410773	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665497410780	1665497411132	OK	 
GROUP	1	ET_190_Contact_Completed	1665497410641	1665497411287	612	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665497414807	1665497414981	OK	 
GROUP	1	ET_200_Employment_Status	1665497414804	1665497417770	2926	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1665497419879	1665497419995	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1665497420003	1665497420146	OK	 
GROUP	1	ET_210_Work_For_Org	1665497419869	1665497420719	806	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1665497424275	1665497424405	OK	 
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org Redirect 1	1665497424408	1665497424594	OK	 
GROUP	1	ET_220_Still_Work_For_Org	1665497424270	1665497424728	435	OK
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details	1665497427703	1665497427778	OK	 
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details Redirect 1	1665497427789	1665497427912	OK	 
GROUP	1	ET_230_Employment_Details	1665497427700	1665497428079	361	OK
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date	1665497430654	1665497430744	OK	 
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date Redirect 1	1665497430752	1665497430875	OK	 
GROUP	1	ET_240_Start_Date	1665497430642	1665497431087	394	OK
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End	1665497433423	1665497433521	OK	 
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End Redirect 1	1665497433529	1665497433659	OK	 
GROUP	1	ET_250_Notice_End	1665497433420	1665497434635	1180	OK
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months	1665497438361	1665497438470	OK	 
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months Redirect 1	1665497438475	1665497438686	OK	 
GROUP	1	ET_260_Weeks_Or_Months	1665497438358	1665497438955	566	OK
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months	1665497442625	1665497442752	OK	 
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months Redirect 1	1665497442757	1665497442947	OK	 
GROUP	1	ET_270_Number_Of_Months	1665497442622	1665497445356	2711	OK
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours	1665497447790	1665497448216	OK	 
