RUN	simulations.ET_Simulation	et-simulation	1665483026261	 	3.3.1
USER	ETCreateClaim	1	START	1665483027163	1665483027163
REQUEST	1	ET_010_Home	ET_010_005_Home	1665483027188	1665483027570	OK	 
GROUP	1	ET_010_Home	1665483027174	1665483028488	1162	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665483031010	1665483031153	OK	 
GROUP	1	ET_020_Start	1665483031004	1665483031608	573	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665483034147	1665483034289	OK	 
GROUP	1	ET_030_Before_You_Continue	1665483034143	1665483034848	650	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665483037280	1665483037379	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665483037381	1665483037512	OK	 
GROUP	1	ET_040_Work_Postcode	1665483037272	1665483038001	689	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665483040378	1665483040471	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665483040472	1665483040637	OK	 
GROUP	1	ET_050_Claim_Yourself	1665483040373	1665483041013	614	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665483043768	1665483043884	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665483043893	1665483044037	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665483043765	1665483044417	624	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665483046693	1665483046783	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665483046786	1665483046967	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665483046687	1665483047337	628	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665483050140	1665483050243	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665483050245	1665483050352	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665483050354	1665483050490	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665483050495	1665483050628	OK	 
GROUP	1	ET_080_Representative	1665483050134	1665483051241	1017	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665483053767	1665483054283	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665483054288	1665483056842	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665483056849	1665483056976	OK	 
GROUP	1	ET_090_Log_In	1665483053754	1665483057179	3392	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665483060980	1665483061137	OK	 
GROUP	1	ET_100_One_Go	1665483060976	1665483061307	319	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665483064227	1665483064396	OK	 
GROUP	1	ET_110_Personal_Details	1665483064222	1665483064562	317	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665483068372	1665483068532	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665483068540	1665483068681	KO	substring(Sex and preferred title).find.exists, found nothing
GROUP	1	ET_120_DoB	1665483068363	1665483068696	301	KO
USER	ETCreateClaim	1	END	1665483027163	1665483068708
