RUN	simulations.ET_Simulation	et-simulation	1665649875209	 	3.3.1
USER	ETCreateClaim	1	START	1665649876034	1665649876034
REQUEST	1	ET_010_Home	ET_010_005_Home	1665649876091	1665649876232	OK	 
GROUP	1	ET_010_Home	1665649876053	1665649876840	624	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665649883249	1665649883344	OK	 
GROUP	1	ET_020_Start	1665649883242	1665649883477	176	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665649889879	1665649889957	OK	 
GROUP	1	ET_030_Before_You_Continue	1665649889871	1665649890119	165	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665649895907	1665649895945	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665649895955	1665649896030	OK	 
GROUP	1	ET_040_Work_Postcode	1665649895882	1665649896415	477	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665649903203	1665649903278	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665649903280	1665649903334	OK	 
GROUP	1	ET_050_Claim_Yourself	1665649903200	1665649903450	211	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665649909811	1665649909861	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665649909864	1665649909922	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665649909803	1665649910016	191	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665649915596	1665649915668	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665649915670	1665649915763	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665649915591	1665649915862	254	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665649922748	1665649922801	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665649922807	1665649922929	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665649922932	1665649922980	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665649922981	1665649924222	OK	 
GROUP	1	ET_080_Representative	1665649922742	1665649924620	1786	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665649930169	1665649930820	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665649930825	1665649934808	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665649934812	1665649934883	OK	 
GROUP	1	ET_090_Log_In	1665649930161	1665649935037	4847	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665649940638	1665649940761	OK	 
GROUP	1	ET_100_One_Go	1665649940632	1665649940867	216	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665649946076	1665649946139	OK	 
GROUP	1	ET_110_Personal_Details	1665649946071	1665649946254	166	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665649952840	1665649952889	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665649952893	1665649952943	OK	 
GROUP	1	ET_120_DoB	1665649952830	1665649953035	179	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665649957415	1665649957460	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665649957462	1665649957745	OK	 
GROUP	1	ET_130_Sex	1665649957410	1665649957832	401	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665649962516	1665649963273	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665649962512	1665649963278	757	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665649969805	1665649969854	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665649969859	1665649969909	OK	 
GROUP	1	ET_145_Your_Address_Select	1665649969802	1665649970011	194	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665649976212	1665649976262	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665649976265	1665649976380	OK	 
GROUP	1	ET_150_Telephone_Number	1665649976211	1665649976476	251	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665649983140	1665649983187	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665649983194	1665649983324	OK	 
GROUP	1	ET_160_Contact_Method	1665649983132	1665649983413	249	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665649988220	1665649988269	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665649988274	1665649988334	OK	 
GROUP	1	ET_170_Hearing_Participation	1665649988212	1665649988433	188	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665649993493	1665649993537	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665649993540	1665649993592	OK	 
GROUP	1	ET_180_Need_Support	1665649993481	1665649993691	177	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665649999474	1665649999520	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665649999524	1665649999593	OK	 
GROUP	1	ET_190_Contact_Completed	1665649999472	1665649999705	212	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665650006084	1665650006162	OK	 
GROUP	1	ET_200_Employment_Status	1665650006077	1665650006280	174	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1665650012443	1665650012478	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1665650012481	1665650012543	OK	 
GROUP	1	ET_210_Work_For_Org	1665650012440	1665650012646	189	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1665650017973	1665650018025	OK	 
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org Redirect 1	1665650018027	1665650018082	OK	 
GROUP	1	ET_220_Still_Work_For_Org	1665650017971	1665650018207	202	OK
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details	1665650023447	1665650023500	OK	 
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details Redirect 1	1665650023502	1665650023578	OK	 
GROUP	1	ET_230_Employment_Details	1665650023441	1665650023688	220	OK
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date	1665650028671	1665650028719	OK	 
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date Redirect 1	1665650028728	1665650028830	OK	 
GROUP	1	ET_240_Start_Date	1665650028661	1665650028932	233	OK
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End	1665650034976	1665650035023	OK	 
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End Redirect 1	1665650035040	1665650035374	OK	 
GROUP	1	ET_250_Notice_End	1665650034972	1665650035464	461	OK
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months	1665650040908	1665650040951	OK	 
