RUN	simulations.ET_Simulation	et-simulation	1665139559250	 	3.3.1
USER	ETCreateClaim	1	START	1665139560546	1665139560546
REQUEST	1	ET_010_Home	ET_010_005_Home	1665139560564	1665139561100	OK	 
GROUP	1	ET_010_Home	1665139560551	1665139562054	1349	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665139564139	1665139564347	OK	 
GROUP	1	ET_020_Start	1665139564131	1665139565157	1004	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665139567607	1665139567730	OK	 
GROUP	1	ET_030_Before_You_Continue	1665139567602	1665139567963	282	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665139571910	1665139572011	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665139572014	1665139572163	OK	 
GROUP	1	ET_040_Work_Postcode	1665139571891	1665139572616	680	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665139576131	1665139576224	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665139576226	1665139576374	OK	 
GROUP	1	ET_050_Claim_Yourself	1665139576129	1665139576855	698	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665139578906	1665139579000	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665139579007	1665139579156	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665139578901	1665139579327	403	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665139582524	1665139582617	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665139582622	1665139582759	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665139582521	1665139583269	722	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665139585565	1665139585657	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665139585660	1665139585795	OK	 
