RUN	simulations.ET_Simulation	et-simulation	1665481838622	 	3.3.1
USER	ETCreateClaim	1	START	1665481840700	1665481840700
REQUEST	1	ET_010_Home	ET_010_005_Home	1665481840720	1665481841277	OK	 
GROUP	1	ET_010_Home	1665481840706	1665481842390	1580	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665481846037	1665481846145	OK	 
GROUP	1	ET_020_Start	1665481846031	1665481846963	893	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665481849719	1665481849927	OK	 
GROUP	1	ET_030_Before_You_Continue	1665481849717	1665481850309	475	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665481853772	1665481853902	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665481853906	1665481854043	OK	 
GROUP	1	ET_040_Work_Postcode	1665481853758	1665481854604	797	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665481857741	1665481857903	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665481857904	1665481858032	OK	 
GROUP	1	ET_050_Claim_Yourself	1665481857739	1665481858438	676	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665481861127	1665481861235	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665481861239	1665481861355	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665481861120	1665481861709	563	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665481865025	1665481865191	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665481865193	1665481865381	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665481865019	1665481865770	729	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665481867998	1665481868108	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665481868110	1665481868539	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665481868542	1665481868675	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665481868678	1665481868873	OK	 
GROUP	1	ET_080_Representative	1665481867991	1665481869587	1512	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665481871671	1665481872582	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665481872590	1665481877397	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665481877400	1665481877532	OK	 
GROUP	1	ET_090_Log_In	1665481871660	1665481877707	6016	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665481881645	1665481881788	OK	 
GROUP	1	ET_100_One_Go	1665481881641	1665481881951	295	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665481885364	1665481885537	OK	 
GROUP	1	ET_110_Personal_Details	1665481885360	1665481886187	807	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665481889741	1665481889882	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665481889884	1665481890017	OK	 
GROUP	1	ET_120_DoB	1665481889739	1665481890215	465	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665481894122	1665481894262	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665481894264	1665481894490	OK	 
GROUP	1	ET_130_Sex	1665481894118	1665481894897	758	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665481898438	1665481899304	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665481898430	1665481899306	866	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665481903306	1665481903603	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665481903611	1665481903753	OK	 
GROUP	1	ET_145_Your_Address_Select	1665481903299	1665481903929	601	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665481906403	1665481906627	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665481906637	1665481906822	OK	 
GROUP	1	ET_150_Telephone_Number	1665481906399	1665481907000	569	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665481910682	1665481910781	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665481910784	1665481910904	OK	 
GROUP	1	ET_160_Contact_Method	1665481910679	1665481911071	371	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665481914397	1665481914533	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665481914537	1665481914719	OK	 
GROUP	1	ET_170_Hearing_Participation	1665481914390	1665481914998	589	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665481918313	1665481918425	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665481918429	1665481918549	OK	 
GROUP	1	ET_180_Need_Support	1665481918309	1665481918711	383	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665481922219	1665481922342	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665481922347	1665481922491	OK	 
GROUP	1	ET_190_Contact_Completed	1665481922217	1665481922640	410	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665481926541	1665481926723	OK	 
GROUP	1	ET_200_Employment_Status	1665481926538	1665481927172	616	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1665481930939	1665481931217	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1665481931219	1665481931366	OK	 
GROUP	1	ET_210_Work_For_Org	1665481930939	1665481931840	886	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1665481934692	1665481934848	OK	 
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org Redirect 1	1665481934853	1665481935112	OK	 
GROUP	1	ET_220_Still_Work_For_Org	1665481934688	1665481935255	552	OK
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details	1665481938241	1665481938405	OK	 
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details Redirect 1	1665481938408	1665481938554	OK	 
GROUP	1	ET_230_Employment_Details	1665481938239	1665481938749	494	OK
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date	1665481940880	1665481940995	OK	 
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date Redirect 1	1665481940998	1665481941132	OK	 
GROUP	1	ET_240_Start_Date	1665481940879	1665481941376	474	OK
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End	1665481943672	1665481943813	OK	 
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End Redirect 1	1665481943816	1665481943955	OK	 
GROUP	1	ET_250_Notice_End	1665481943668	1665481944136	437	OK
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months	1665481947982	1665481948082	OK	 
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months Redirect 1	1665481948090	1665481948228	OK	 
GROUP	1	ET_260_Weeks_Or_Months	1665481947980	1665481948410	410	OK
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months	1665481952219	1665481952377	OK	 
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months Redirect 1	1665481952381	1665481952505	OK	 
GROUP	1	ET_270_Number_Of_Months	1665481952218	1665481952652	419	OK
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours	1665481955072	1665481955201	OK	 
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours Redirect 1	1665481955204	1665481955430	OK	 
GROUP	1	ET_280_Weekly_Hours	1665481955069	1665481955574	491	OK
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay	1665481959293	1665481959400	OK	 
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay Redirect 1	1665481959404	1665481959534	OK	 
GROUP	1	ET_290_Your_Pay	1665481959288	1665481959954	648	OK
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions	1665481962263	1665481962387	OK	 
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions Redirect 1	1665481962391	1665481962542	OK	 
GROUP	1	ET_300_Pension_Contributions	1665481962259	1665481963409	1132	OK
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits	1665481967260	1665481967399	OK	 
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits Redirect 1	1665481967402	1665481967550	OK	 
GROUP	1	ET_310_Employee_Benefits	1665481967258	1665481967746	472	OK
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits	1665481971622	1665481971750	OK	 
REQUEST	1	ET_310_Employee_Benefits	ET_310_005_Employee_Benefits Redirect 1	1665481971752	1665481971883	OK	 
GROUP	1	ET_310_Employee_Benefits	1665481971619	1665481972200	568	OK
REQUEST	1	ET_320_Respondent_Name	ET_320_005_Respondent_Name	1665481975595	1665481975712	OK	 
REQUEST	1	ET_320_Respondent_Name	ET_320_005_Respondent_Name Redirect 1	1665481975713	1665481975875	OK	 
GROUP	1	ET_320_Respondent_Name	1665481975589	1665481977229	1629	OK
REQUEST	1	ET_330_Respondent_Address_LookUp	XUI_Common_000_PostcodeLookup	1665481980314	1665481981053	OK	 
GROUP	1	ET_330_Respondent_Address_LookUp	1665481980308	1665481981057	739	OK
REQUEST	1	ET_335_Respondent_Address_LookUp	ET_335_Respondent_Address_LookUp	1665481984693	1665481984820	OK	 
REQUEST	1	ET_335_Respondent_Address_LookUp	ET_335_Respondent_Address_LookUp Redirect 1	1665481984826	1665481984993	OK	 
GROUP	1	ET_335_Respondent_Address_LookUp	1665481984689	1665481985221	515	OK
REQUEST	1	ET_340_Work_At	ET_340_005_Work_At	1665481987924	1665481988049	OK	 
REQUEST	1	ET_340_Work_At	ET_340_005_Work_At Redirect 1	1665481988051	1665481988187	OK	 
GROUP	1	ET_340_Work_At	1665481987919	1665481988339	407	OK
REQUEST	1	ET_350_Respondent_Acas	ET_350_Respondent_Acas	1665481992074	1665481992182	OK	 
REQUEST	1	ET_350_Respondent_Acas	ET_350_Respondent_Acas Redirect 1	1665481992186	1665481992341	OK	 
GROUP	1	ET_350_Respondent_Acas	1665481992070	1665481992490	402	OK
REQUEST	1	ET_360_Respondent_Check	ET_360_005_Respondent_Check	1665481995031	1665481995178	OK	 
GROUP	1	ET_360_Respondent_Check	1665481995029	1665481995386	346	OK
REQUEST	1	ET_370_Respondent_Submit	ET_370_005_Respondent_Submit	1665481997881	1665481998219	OK	 
REQUEST	1	ET_370_Respondent_Submit	ET_370_005_Respondent_Submit Redirect 1	1665481998222	1665481998378	OK	 
GROUP	1	ET_370_Respondent_Submit	1665481997878	1665481998581	686	OK
REQUEST	1	ET_380_Claim_Details	ET_380_005_Claim_Details	1665482001012	1665482001142	OK	 
GROUP	1	ET_380_Claim_Details	1665482001008	1665482001999	975	OK
REQUEST	1	ET_390_Type_Of_Descrimination	ET_390_Type_Of_Descrimination	1665482005262	1665482005373	OK	 
REQUEST	1	ET_390_Type_Of_Descrimination	ET_390_Type_Of_Descrimination Redirect 1	1665482005377	1665482005526	OK	 
GROUP	1	ET_390_Type_Of_Descrimination	1665482005258	1665482005761	477	OK
REQUEST	1	ET_400_Describe_What_Happened	ET_400_005_Describe_What_Happened	1665482008964	1665482009072	OK	 
REQUEST	1	ET_400_Describe_What_Happened	ET_400_005_Describe_What_Happened Redirect 1	1665482009081	1665482009245	OK	 
GROUP	1	ET_400_Describe_What_Happened	1665482008959	1665482009412	433	OK
REQUEST	1	ET_410_Outcome_If_Successful	ET_410_005_Outcome_If_Successful	1665482012332	1665482012447	OK	 
REQUEST	1	ET_410_Outcome_If_Successful	ET_410_005_Outcome_If_Successful Redirect 1	1665482012451	1665482012587	OK	 
GROUP	1	ET_410_Outcome_If_Successful	1665482012329	1665482012725	380	OK
REQUEST	1	ET_420_Compensation	ET_420_005_Compensation	1665482014844	1665482014961	OK	 
REQUEST	1	ET_420_Compensation	ET_420_005_Compensation Redirect 1	1665482014964	1665482015207	OK	 
GROUP	1	ET_420_Compensation	1665482014843	1665482015855	1001	OK
REQUEST	1	ET_430_Whistleblowing	ET_430_005_Whistleblowing	1665482018766	1665482018882	OK	 
REQUEST	1	ET_430_Whistleblowing	ET_430_005_Whistleblowing Redirect 1	1665482018885	1665482019041	OK	 
GROUP	1	ET_430_Whistleblowing	1665482018761	1665482019250	470	OK
REQUEST	1	ET_440_Claim_Section_Complete	ET_440_005_Claim_Section_Complete	1665482022779	1665482022879	OK	 
REQUEST	1	ET_440_Claim_Section_Complete	ET_440_005_Claim_Section_Complete Redirect 1	1665482022881	1665482022979	OK	 
GROUP	1	ET_440_Claim_Section_Complete	1665482022777	1665482023191	399	OK
REQUEST	1	ET_450_Final_Check_Answers	ET_450_005_Final_Check_Answers	1665482026932	1665482027157	OK	 
GROUP	1	ET_450_Final_Check_Answers	1665482026930	1665482027307	368	OK
USER	ETCreateClaim	1	END	1665481840700	1665482030783
