RUN	simulations.ET_Simulation	et-simulation	1665486682504	 	3.3.1
USER	ETCreateClaim	1	START	1665486684411	1665486684411
REQUEST	1	ET_010_Home	ET_010_005_Home	1665486684430	1665486686222	OK	 
GROUP	1	ET_010_Home	1665486684417	1665486687214	2688	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665486689490	1665486689617	OK	 
GROUP	1	ET_020_Start	1665486689487	1665486690128	613	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665486693862	1665486694032	OK	 
GROUP	1	ET_030_Before_You_Continue	1665486693856	1665486694458	548	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665486698194	1665486698306	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665486698309	1665486698443	OK	 
GROUP	1	ET_040_Work_Postcode	1665486698176	1665486698821	598	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665486702520	1665486702621	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665486702626	1665486702766	OK	 
GROUP	1	ET_050_Claim_Yourself	1665486702517	1665486703462	910	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665486705934	1665486706072	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665486706077	1665486706237	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665486705928	1665486706915	959	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665486710583	1665486710682	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665486710686	1665486710938	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665486710577	1665486711281	684	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665486714388	1665486714510	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665486714512	1665486714622	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665486714625	1665486714753	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665486714757	1665486714877	OK	 
GROUP	1	ET_080_Representative	1665486714378	1665486715581	1112	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665486719222	1665486719740	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665486719746	1665486720460	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665486720463	1665486720573	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 3	1665486720579	1665486720691	KO	substring(You do not have to complete your claim in one go).find.exists, found nothing
GROUP	1	ET_090_Log_In	1665486719208	1665486720728	1454	KO
USER	ETCreateClaim	1	END	1665486684411	1665486720740
