RUN	simulations.ET_Simulation	et-simulation	1664968336529	 	3.3.1
USER	ETCreateClaim	1	START	1664968337846	1664968337846
REQUEST	1	ET_010_Home	ET_010_005_Home	1664968337873	1664968338372	OK	 
GROUP	1	ET_010_Home	1664968337861	1664968339617	1619	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1664968341827	1664968342024	OK	 
GROUP	1	ET_020_Start	1664968341815	1664968342239	374	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1664968345385	1664968345555	OK	 
GROUP	1	ET_030_Before_You_Continue	1664968345377	1664968345763	305	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1664968349637	1664968349773	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1664968349791	1664968349910	OK	 
GROUP	1	ET_040_Work_Postcode	1664968349605	1664968350429	727	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1664968354184	1664968354400	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1664968354404	1664968354569	OK	 
GROUP	1	ET_050_Claim_Yourself	1664968354175	1664968354763	547	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1664968356917	1664968357162	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1664968357170	1664968357307	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1664968356905	1664968357495	544	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1664968361435	1664968361563	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1664968361572	1664968361745	OK	 
GROUP	1	ET_070_ACAS_Certificate	1664968361424	1664968361926	463	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1664968364077	1664968364200	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1664968364217	1664968364290	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1664968364294	1664968364414	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1664968364423	1664968364838	OK	 
GROUP	1	ET_080_Representative	1664968364064	1664968365623	1425	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1664968367685	1664968368333	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1664968368344	1664968377172	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1664968377180	1664968377294	OK	 
GROUP	1	ET_090_Log_In	1664968367666	1664968377478	9759	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1664968380689	1664968380803	OK	 
GROUP	1	ET_100_One_Go	1664968380684	1664968381037	327	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1664968383658	1664968383749	OK	 
GROUP	1	ET_110_Personal_Details	1664968383654	1664968383961	295	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1664968386611	1664968386712	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1664968386727	1664968386861	KO	substring(Sex and preferred title).find.exists, found nothing
GROUP	1	ET_120_DoB	1664968386605	1664968386911	235	KO
USER	ETCreateClaim	1	END	1664968337846	1664968386923
