RUN	simulations.ET_Simulation	et-simulation	1665052773455	 	3.3.1
USER	ETCreateClaim	1	START	1665052774874	1665052774874
REQUEST	1	ET_010_Home	ET_010_005_Home	1665052774896	1665052775803	OK	 
GROUP	1	ET_010_Home	1665052774882	1665052776970	1964	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665052780642	1665052780813	OK	 
GROUP	1	ET_020_Start	1665052780629	1665052781279	585	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665052783734	1665052784478	OK	 
GROUP	1	ET_030_Before_You_Continue	1665052783723	1665052784936	1126	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665052788781	1665052788962	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665052788986	1665052789190	OK	 
GROUP	1	ET_040_Work_Postcode	1665052788753	1665052789806	971	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665052791858	1665052791994	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665052791998	1665052792224	OK	 
GROUP	1	ET_050_Claim_Yourself	1665052791852	1665052792781	881	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665052795680	1665052795888	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665052795897	1665052796151	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665052795674	1665052796367	654	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665052799432	1665052799577	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665052799579	1665052800181	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665052799427	1665052800320	870	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665052803919	1665052804036	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665052804050	1665052804199	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665052804208	1665052804326	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665052804329	1665052804784	OK	 
