RUN	simulations.ET_Simulation	et-simulation	1665140009645	 	3.3.1
USER	ETCreateClaim	1	START	1665140011829	1665140011829
REQUEST	1	ET_010_Home	ET_010_005_Home	1665140011852	1665140012316	OK	 
GROUP	1	ET_010_Home	1665140011839	1665140013354	1361	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665140017232	1665140017402	OK	 
GROUP	1	ET_020_Start	1665140017227	1665140017843	575	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665140020052	1665140020172	OK	 
GROUP	1	ET_030_Before_You_Continue	1665140020047	1665140020793	679	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665140023815	1665140023925	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665140023933	1665140024052	OK	 
GROUP	1	ET_040_Work_Postcode	1665140023797	1665140024532	692	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665140028022	1665140028229	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665140028231	1665140028487	OK	 
GROUP	1	ET_050_Claim_Yourself	1665140028016	1665140028862	809	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665140032013	1665140032124	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665140032126	1665140032247	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665140032007	1665140032863	834	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665140036491	1665140036625	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665140036629	1665140036920	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665140036486	1665140037254	752	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665140039311	1665140039414	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665140039417	1665140039510	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665140039514	1665140039649	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665140039652	1665140039998	OK	 
GROUP	1	ET_080_Representative	1665140039307	1665140040848	1463	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665140042863	1665140043751	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665140043753	1665140052055	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665140052059	1665140052190	OK	 
GROUP	1	ET_090_Log_In	1665140042854	1665140052386	9508	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665140054480	1665140054596	OK	 
GROUP	1	ET_100_One_Go	1665140054476	1665140054813	321	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665140056868	1665140056998	KO	substring(What is your date of birth?).find.exists, found nothing
GROUP	1	ET_110_Personal_Details	1665140056866	1665140057010	130	KO
USER	ETCreateClaim	1	END	1665140011829	1665140057026
