RUN	simulations.ET_Simulation	et-simulation	1664977121135	 	3.3.1
USER	ETCreateClaim	1	START	1664977122775	1664977122775
REQUEST	1	ET_010_Home	ET_010_005_Home	1664977122797	1664977123368	OK	 
GROUP	1	ET_010_Home	1664977122784	1664977124612	1695	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1664977127326	1664977127456	OK	 
GROUP	1	ET_020_Start	1664977127318	1664977127791	356	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1664977131757	1664977131885	OK	 
GROUP	1	ET_030_Before_You_Continue	1664977131748	1664977132519	693	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1664977134856	1664977134995	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1664977135002	1664977135209	OK	 
GROUP	1	ET_040_Work_Postcode	1664977134825	1664977136516	1619	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1664977139701	1664977139835	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1664977139838	1664977139956	OK	 
GROUP	1	ET_050_Claim_Yourself	1664977139697	1664977140155	429	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1664977142534	1664977142674	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1664977142685	1664977142823	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1664977142527	1664977143472	899	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1664977145883	1664977145994	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1664977146000	1664977146136	OK	 
GROUP	1	ET_070_ACAS_Certificate	1664977145871	1664977146463	558	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1664977150420	1664977150522	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1664977150536	1664977150613	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1664977150625	1664977150742	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1664977150748	1664977151166	OK	 
GROUP	1	ET_080_Representative	1664977150408	1664977151967	1426	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1664977155086	1664977155814	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1664977155825	1664977160627	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1664977160635	1664977160800	OK	 
GROUP	1	ET_090_Log_In	1664977155067	1664977161018	5894	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1664977163147	1664977163286	OK	 
GROUP	1	ET_100_One_Go	1664977163137	1664977164154	995	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1664977167879	1664977168010	OK	 
GROUP	1	ET_110_Personal_Details	1664977167876	1664977168162	275	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1664977170522	1664977170627	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1664977170639	1664977170739	OK	 
GROUP	1	ET_120_DoB	1664977170517	1664977171280	718	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1664977174831	1664977174924	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1664977174928	1664977175152	OK	 
GROUP	1	ET_130_Sex	1664977174826	1664977175647	787	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1664977177764	1664977178427	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1664977177757	1664977178441	663	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1664977181811	1664977181906	OK	 
