RUN	simulations.ET_Simulation	et-simulation	1665655760813	 	3.3.1
USER	ETCreateClaim	1	START	1665655761588	1665655761588
REQUEST	1	ET_010_Home	ET_010_005_Home	1665655761623	1665655761865	OK	 
GROUP	1	ET_010_Home	1665655761600	1665655762320	601	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665655768945	1665655769013	OK	 
GROUP	1	ET_020_Start	1665655768935	1665655769176	203	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665655775225	1665655775288	OK	 
GROUP	1	ET_030_Before_You_Continue	1665655775223	1665655775450	139	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665655781410	1665655781482	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665655781491	1665655781574	OK	 
GROUP	1	ET_040_Work_Postcode	1665655781385	1665655781986	541	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665655786932	1665655786998	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665655787000	1665655787047	OK	 
GROUP	1	ET_050_Claim_Yourself	1665655786923	1665655787156	195	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665655791865	1665655791903	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665655791905	1665655791952	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665655791857	1665655792044	165	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665655796542	1665655796585	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665655796587	1665655796649	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665655796538	1665655796769	215	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665655801370	1665655801416	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665655801426	1665655801464	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665655801469	1665655801545	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665655801549	1665655801693	OK	 
GROUP	1	ET_080_Representative	1665655801362	1665655802146	699	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665655807892	1665655808035	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665655808040	1665655813090	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665655813096	1665655813141	OK	 
GROUP	1	ET_090_Log_In	1665655807885	1665655813257	5340	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665655818537	1665655818619	OK	 
GROUP	1	ET_100_One_Go	1665655818532	1665655818709	165	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665655823295	1665655823351	OK	 
GROUP	1	ET_110_Personal_Details	1665655823292	1665655823446	139	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665655828302	1665655828348	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665655828352	1665655828404	OK	 
GROUP	1	ET_120_DoB	1665655828295	1665655828495	176	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665655833235	1665655833275	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665655833278	1665655833329	OK	 
GROUP	1	ET_130_Sex	1665655833234	1665655833441	190	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665655839331	1665655839985	KO	regex("^"street1":.*\,$").findRandom.exists, found nothing
GROUP	1	ET_140_Your_Address_LookUp	1665655839325	1665655840024	654	KO
USER	ETCreateClaim	1	END	1665655761588	1665655840042
