RUN	simulations.ET_Simulation	et-simulation	1664977506353	 	3.3.1
USER	ETCreateClaim	1	START	1664977507400	1664977507400
REQUEST	1	ET_010_Home	ET_010_005_Home	1664977507423	1664977507955	OK	 
GROUP	1	ET_010_Home	1664977507410	1664977509026	1488	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1664977511246	1664977511448	OK	 
GROUP	1	ET_020_Start	1664977511227	1664977511640	341	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1664977514919	1664977515075	OK	 
GROUP	1	ET_030_Before_You_Continue	1664977514914	1664977515249	263	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1664977518105	1664977518220	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1664977518234	1664977518327	OK	 
GROUP	1	ET_040_Work_Postcode	1664977518063	1664977518914	755	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1664977521431	1664977521612	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1664977521614	1664977521753	OK	 
GROUP	1	ET_050_Claim_Yourself	1664977521423	1664977521914	448	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1664977524616	1664977524718	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1664977524729	1664977524851	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1664977524604	1664977525822	1172	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1664977529570	1664977529693	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1664977529701	1664977529823	OK	 
GROUP	1	ET_070_ACAS_Certificate	1664977529566	1664977530922	1326	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1664977533053	1664977533164	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1664977533177	1664977533273	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1664977533287	1664977533376	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1664977533380	1664977533660	OK	 
GROUP	1	ET_080_Representative	1664977533044	1664977534416	1235	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1664977538278	1664977538712	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1664977538721	1664977545282	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1664977545293	1664977545419	OK	 
GROUP	1	ET_090_Log_In	1664977538253	1664977545862	7540	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1664977548503	1664977548635	OK	 
GROUP	1	ET_100_One_Go	1664977548494	1664977548805	286	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1664977552289	1664977552392	OK	 
GROUP	1	ET_110_Personal_Details	1664977552283	1664977552535	236	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1664977555437	1664977555550	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1664977555566	1664977555997	KO	substring(Sex and preferred title).find.exists, found nothing
GROUP	1	ET_120_DoB	1664977555432	1664977556041	544	KO
USER	ETCreateClaim	1	END	1664977507400	1664977556056
