RUN	simulations.ET_Simulation	et-simulation	1665497892779	 	3.3.1
USER	ETCreateClaim	1	START	1665497894400	1665497894400
REQUEST	1	ET_010_Home	ET_010_005_Home	1665497894425	1665497894870	OK	 
GROUP	1	ET_010_Home	1665497894407	1665497896134	1563	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665497899557	1665497899677	OK	 
GROUP	1	ET_020_Start	1665497899553	1665497899862	279	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665497903750	1665497903854	OK	 
GROUP	1	ET_030_Before_You_Continue	1665497903744	1665497904044	245	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665497907205	1665497907333	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665497907350	1665497907693	OK	 
GROUP	1	ET_040_Work_Postcode	1665497907185	1665497909456	2215	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665497912631	1665497912782	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665497912785	1665497912942	OK	 
GROUP	1	ET_050_Claim_Yourself	1665497912627	1665497914054	1389	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665497916132	1665497916240	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665497916249	1665497916376	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665497916124	1665497916609	453	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665497918857	1665497918954	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665497918960	1665497919095	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665497918854	1665497919254	383	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665497922755	1665497922853	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665497922857	1665497922996	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665497923001	1665497923108	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665497923112	1665497923438	OK	 
GROUP	1	ET_080_Representative	1665497922744	1665497924763	1930	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665497927190	1665497927832	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665497927837	1665497932055	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665497932061	1665497932195	OK	 
GROUP	1	ET_090_Log_In	1665497927174	1665497932405	5190	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665497935217	1665497935341	OK	 
GROUP	1	ET_100_One_Go	1665497935213	1665497935498	274	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665497938177	1665497938329	OK	 
GROUP	1	ET_110_Personal_Details	1665497938175	1665497938739	547	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665497940801	1665497940889	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665497940890	1665497941062	OK	 
GROUP	1	ET_120_DoB	1665497940793	1665497941946	1128	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665497944857	1665497944962	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665497944966	1665497945101	OK	 
GROUP	1	ET_130_Sex	1665497944853	1665497945394	521	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665497949249	1665497949955	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665497949243	1665497949958	706	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665497952007	1665497952108	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665497952112	1665497952285	OK	 
GROUP	1	ET_145_Your_Address_Select	1665497952004	1665497952555	533	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665497956459	1665497956561	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665497956567	1665497956827	OK	 
GROUP	1	ET_150_Telephone_Number	1665497956453	1665497957179	700	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665497960732	1665497960837	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665497960845	1665497960980	OK	 
GROUP	1	ET_160_Contact_Method	1665497960722	1665497961236	478	OK
