RUN	simulations.ET_Simulation	et-simulation	1665656118197	 	3.3.1
USER	ETCreateClaim	1	START	1665656118951	1665656118951
REQUEST	1	ET_010_Home	ET_010_005_Home	1665656118985	1665656119158	OK	 
GROUP	1	ET_010_Home	1665656118962	1665656119656	573	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665656125276	1665656125354	OK	 
GROUP	1	ET_020_Start	1665656125273	1665656125487	180	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665656129627	1665656129716	OK	 
GROUP	1	ET_030_Before_You_Continue	1665656129623	1665656129885	182	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665656136773	1665656136826	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665656136832	1665656136917	OK	 
GROUP	1	ET_040_Work_Postcode	1665656136764	1665656137233	436	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665656143627	1665656143697	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665656143701	1665656143784	OK	 
GROUP	1	ET_050_Claim_Yourself	1665656143616	1665656143898	244	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665656148747	1665656148790	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665656148792	1665656148864	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665656148738	1665656148977	213	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665656154127	1665656154192	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665656154194	1665656154293	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665656154124	1665656154408	269	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665656159028	1665656159092	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665656159098	1665656159161	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665656159164	1665656159225	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665656159228	1665656159354	OK	 
GROUP	1	ET_080_Representative	1665656159023	1665656159663	557	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665656164041	1665656164220	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665656164227	1665656165937	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665656165941	1665656166017	OK	 
GROUP	1	ET_090_Log_In	1665656164034	1665656166114	2050	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665656171851	1665656171968	OK	 
GROUP	1	ET_100_One_Go	1665656171844	1665656172169	310	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665656178887	1665656178968	OK	 
GROUP	1	ET_110_Personal_Details	1665656178884	1665656179087	191	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665656183481	1665656183528	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665656183533	1665656183622	OK	 
GROUP	1	ET_120_DoB	1665656183475	1665656183722	218	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665656190348	1665656190388	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665656190393	1665656190472	OK	 
GROUP	1	ET_130_Sex	1665656190344	1665656190599	234	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665656197116	1665656197774	KO	regex("^"street1":(.*\,$)").findRandom.exists, found nothing
GROUP	1	ET_140_Your_Address_LookUp	1665656197114	1665656197801	658	KO
USER	ETCreateClaim	1	END	1665656118951	1665656197819
