RUN	simulations.ET_Simulation	et-simulation	1665654636841	 	3.3.1
USER	ETCreateClaim	1	START	1665654637848	1665654637848
REQUEST	1	ET_010_Home	ET_010_005_Home	1665654637881	1665654638041	OK	 
GROUP	1	ET_010_Home	1665654637860	1665654638455	483	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665654644247	1665654644320	OK	 
GROUP	1	ET_020_Start	1665654644241	1665654644430	154	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665654649774	1665654649848	OK	 
GROUP	1	ET_030_Before_You_Continue	1665654649770	1665654649978	149	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665654654452	1665654654503	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665654654511	1665654654580	OK	 
GROUP	1	ET_040_Work_Postcode	1665654654430	1665654654845	370	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665654659165	1665654659218	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665654659220	1665654659302	OK	 
GROUP	1	ET_050_Claim_Yourself	1665654659158	1665654659412	225	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665654665177	1665654665239	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665654665241	1665654665340	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665654665168	1665654665444	256	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665654670694	1665654670735	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665654670738	1665654670818	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665654670688	1665654670910	202	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665654676284	1665654676337	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665654676340	1665654676398	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665654676400	1665654676458	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665654676461	1665654676596	OK	 
GROUP	1	ET_080_Representative	1665654676278	1665654676872	506	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665654682913	1665654683072	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665654683076	1665654684797	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665654684803	1665654684882	OK	 
GROUP	1	ET_090_Log_In	1665654682908	1665654684975	2040	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665654689237	1665654689322	OK	 
GROUP	1	ET_100_One_Go	1665654689232	1665654689413	168	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665654695401	1665654695482	OK	 
GROUP	1	ET_110_Personal_Details	1665654695398	1665654695592	175	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665654700766	1665654700814	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665654700816	1665654700892	OK	 
GROUP	1	ET_120_DoB	1665654700758	1665654700996	212	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665654707183	1665654707220	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665654707224	1665654707328	OK	 
GROUP	1	ET_130_Sex	1665654707178	1665654707425	229	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665654713753	1665654714312	KO	regex("(street1)_.+" : "(.+?)",(?s).*?"(?:street2)" : "(.+?)",.*?"town" : "(.+?)",.*?"country" : "(.+?)").findRandom.exists, found nothing
GROUP	1	ET_140_Your_Address_LookUp	1665654713749	1665654714349	559	KO
USER	ETCreateClaim	1	END	1665654637848	1665654714360
