RUN	simulations.ET_Simulation	et-simulation	1665495005057	 	3.3.1
USER	ETCreateClaim	1	START	1665495006514	1665495006514
REQUEST	1	ET_010_Home	ET_010_005_Home	1665495006540	1665495007040	OK	 
GROUP	1	ET_010_Home	1665495006522	1665495008188	1546	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665495011238	1665495011398	OK	 
GROUP	1	ET_020_Start	1665495011231	1665495011973	711	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665495014305	1665495014466	OK	 
GROUP	1	ET_030_Before_You_Continue	1665495014299	1665495014881	504	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665495018237	1665495018356	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665495018359	1665495018498	OK	 
GROUP	1	ET_040_Work_Postcode	1665495018211	1665495019055	795	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665495022633	1665495022740	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665495022744	1665495022904	OK	 
GROUP	1	ET_050_Claim_Yourself	1665495022630	1665495023420	757	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665495025483	1665495025594	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665495025596	1665495025804	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665495025479	1665495026273	772	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665495029935	1665495030049	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665495030056	1665495030197	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665495029931	1665495030528	574	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665495032869	1665495033015	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665495033018	1665495033107	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665495033108	1665495033232	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665495033235	1665495033403	OK	 
GROUP	1	ET_080_Representative	1665495032860	1665495034433	1487	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665495038337	1665495038801	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665495038806	1665495042885	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665495042891	1665495043041	OK	 
GROUP	1	ET_090_Log_In	1665495038319	1665495043921	5565	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665495047413	1665495047550	OK	 
GROUP	1	ET_100_One_Go	1665495047409	1665495047713	288	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665495051277	1665495051739	OK	 
GROUP	1	ET_110_Personal_Details	1665495051271	1665495051876	595	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665495053898	1665495054017	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665495054020	1665495054166	OK	 
GROUP	1	ET_120_DoB	1665495053889	1665495054412	505	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665495056833	1665495056980	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665495056983	1665495057105	OK	 
GROUP	1	ET_130_Sex	1665495056830	1665495057446	594	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665495059801	1665495060508	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665495059791	1665495060510	707	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665495063602	1665495063721	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665495063728	1665495063851	OK	 
GROUP	1	ET_145_Your_Address_Select	1665495063600	1665495064066	443	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665495067409	1665495067522	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665495067525	1665495067708	OK	 
GROUP	1	ET_150_Telephone_Number	1665495067400	1665495067934	510	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665495071510	1665495071607	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665495071608	1665495071717	OK	 
GROUP	1	ET_160_Contact_Method	1665495071500	1665495072037	515	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665495075215	1665495075307	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665495075313	1665495075422	OK	 
GROUP	1	ET_170_Hearing_Participation	1665495075211	1665495075654	421	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665495077855	1665495077981	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665495077983	1665495078104	OK	 
