RUN	simulations.ET_Simulation	et-simulation	1665648950412	 	3.3.1
USER	ETCreateClaim	1	START	1665648951308	1665648951308
REQUEST	1	ET_010_Home	ET_010_005_Home	1665648951341	1665648951495	OK	 
GROUP	1	ET_010_Home	1665648951317	1665648951958	532	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665648957611	1665648957689	OK	 
GROUP	1	ET_020_Start	1665648957604	1665648957813	165	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665648963399	1665648963516	OK	 
GROUP	1	ET_030_Before_You_Continue	1665648963393	1665648963723	263	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665648969596	1665648969650	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665648969656	1665648969746	OK	 
GROUP	1	ET_040_Work_Postcode	1665648969581	1665648969974	361	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665648974105	1665648974170	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665648974172	1665648974235	OK	 
GROUP	1	ET_050_Claim_Yourself	1665648974102	1665648974337	207	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665648979673	1665648979747	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665648979752	1665648979867	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665648979664	1665648979986	300	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665648986649	1665648986704	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665648986706	1665648986838	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665648986643	1665648986930	276	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665648993434	1665648993492	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665648993499	1665648993557	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665648993561	1665648993637	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665648993638	1665648993830	OK	 
GROUP	1	ET_080_Representative	1665648993432	1665648994695	1192	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665648999855	1665649000209	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665649000216	1665649004505	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665649004509	1665649004589	OK	 
GROUP	1	ET_090_Log_In	1665648999852	1665649004722	4841	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665649009638	1665649009758	OK	 
GROUP	1	ET_100_One_Go	1665649009632	1665649009855	207	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665649015118	1665649015222	OK	 
GROUP	1	ET_110_Personal_Details	1665649015112	1665649015321	187	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665649022317	1665649022375	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665649022377	1665649022429	OK	 
GROUP	1	ET_120_DoB	1665649022312	1665649022531	197	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665649028508	1665649028549	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665649028554	1665649028654	OK	 
GROUP	1	ET_130_Sex	1665649028503	1665649028740	216	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665649033586	1665649034202	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665649033581	1665649034209	616	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665649038579	1665649038618	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665649038624	1665649038702	OK	 
GROUP	1	ET_145_Your_Address_Select	1665649038573	1665649038786	193	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665649043708	1665649043756	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665649043761	1665649043857	OK	 
GROUP	1	ET_150_Telephone_Number	1665649043703	1665649043955	233	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665649049499	1665649049558	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665649049565	1665649049661	OK	 
GROUP	1	ET_160_Contact_Method	1665649049490	1665649049751	233	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665649054435	1665649054481	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665649054483	1665649054585	OK	 
GROUP	1	ET_170_Hearing_Participation	1665649054431	1665649054794	346	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665649061193	1665649061242	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665649061245	1665649061322	OK	 
GROUP	1	ET_180_Need_Support	1665649061182	1665649061413	207	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665649065834	1665649065870	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665649065871	1665649065957	OK	 
GROUP	1	ET_190_Contact_Completed	1665649065832	1665649066052	206	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665649072225	1665649072313	OK	 
GROUP	1	ET_200_Employment_Status	1665649072222	1665649072421	182	OK
