RUN	simulations.ET_Simulation	et-simulation	1665140787812	 	3.3.1
USER	ETCreateClaim	1	START	1665140789152	1665140789152
REQUEST	1	ET_010_Home	ET_010_005_Home	1665140789177	1665140789479	OK	 
GROUP	1	ET_010_Home	1665140789166	1665140790339	1023	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665140793654	1665140832907	OK	 
GROUP	1	ET_020_Start	1665140793649	1665140833325	39643	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665140835327	1665140835462	OK	 
GROUP	1	ET_030_Before_You_Continue	1665140835326	1665140835623	253	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665140838676	1665140838757	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665140838771	1665140838874	OK	 
GROUP	1	ET_040_Work_Postcode	1665140838647	1665140839872	1140	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665140842379	1665140842480	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665140842484	1665140842596	OK	 
GROUP	1	ET_050_Claim_Yourself	1665140842377	1665140843456	1044	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665140847240	1665140847378	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665140847382	1665140847557	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665140847237	1665140865654	18387	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665140867923	1665140868016	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665140868020	1665140868360	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665140867918	1665140870447	2503	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665140874441	1665140874544	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665140874549	1665140874672	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665140874677	1665140874789	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665140874791	1665140874928	OK	 
GROUP	1	ET_080_Representative	1665140874426	1665140876467	1924	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665140880176	1665140880675	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665140880685	1665140887768	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665140887777	1665140887893	OK	 
GROUP	1	ET_090_Log_In	1665140880157	1665140888091	7873	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665140891861	1665140891997	OK	 
GROUP	1	ET_100_One_Go	1665140891858	1665140892217	339	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665140895791	1665140895919	OK	 
GROUP	1	ET_110_Personal_Details	1665140895786	1665140896307	510	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665140899015	1665140899093	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665140899096	1665140899200	KO	substring(Sex and preferred title).find.exists, found nothing
GROUP	1	ET_120_DoB	1665140898997	1665140899220	182	KO
USER	ETCreateClaim	1	END	1665140789152	1665140899228
