RUN	simulations.ET_Simulation	et-simulation	1665657334121	 	3.3.1
USER	ETCreateClaim	1	START	1665657334929	1665657334929
REQUEST	1	ET_010_Home	ET_010_005_Home	1665657334983	1665657335217	OK	 
GROUP	1	ET_010_Home	1665657334954	1665657335681	566	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665657339812	1665657339866	OK	 
GROUP	1	ET_020_Start	1665657339807	1665657339953	113	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665657345410	1665657345488	OK	 
GROUP	1	ET_030_Before_You_Continue	1665657345405	1665657345643	184	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665657352579	1665657352643	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665657352653	1665657352726	OK	 
GROUP	1	ET_040_Work_Postcode	1665657352565	1665657353750	1145	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665657358163	1665657358237	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665657358240	1665657358330	OK	 
GROUP	1	ET_050_Claim_Yourself	1665657358156	1665657358408	218	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665657363193	1665657363258	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665657363262	1665657363311	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665657363184	1665657363394	187	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665657369391	1665657369435	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665657369436	1665657369511	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665657369385	1665657369738	336	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665657375601	1665657375660	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665657375668	1665657375722	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665657375726	1665657375765	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665657375766	1665657375949	OK	 
GROUP	1	ET_080_Representative	1665657375597	1665657376302	623	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665657381304	1665657381872	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665657381878	1665657385138	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665657385142	1665657385760	OK	 
GROUP	1	ET_090_Log_In	1665657381297	1665657385865	4538	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665657392373	1665657392440	OK	 
GROUP	1	ET_100_One_Go	1665657392368	1665657392638	258	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665657397467	1665657397534	OK	 
GROUP	1	ET_110_Personal_Details	1665657397466	1665657397629	152	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665657404040	1665657404097	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665657404101	1665657404153	OK	 
GROUP	1	ET_120_DoB	1665657404035	1665657404255	192	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665657410176	1665657410221	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665657410223	1665657410290	OK	 
GROUP	1	ET_130_Sex	1665657410175	1665657410393	199	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665657414742	1665657415448	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665657414736	1665657415452	706	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665657420045	1665657420084	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665657420086	1665657420165	OK	 
GROUP	1	ET_145_Your_Address_Select	1665657420044	1665657420252	200	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665657426131	1665657426180	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665657426189	1665657426257	KO	substring(How would you like to be contacted about your claim?).find.exists, found nothing
GROUP	1	ET_150_Telephone_Number	1665657426125	1665657426314	117	KO
USER	ETCreateClaim	1	END	1665657334929	1665657426326
