RUN	simulations.ET_Simulation	et-simulation	1665484294644	 	3.3.1
USER	ETCreateClaim	1	START	1665484295830	1665484295830
REQUEST	1	ET_010_Home	ET_010_005_Home	1665484295864	1665484296261	OK	 
GROUP	1	ET_010_Home	1665484295841	1665484297280	1265	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665484299777	1665484299884	OK	 
GROUP	1	ET_020_Start	1665484299772	1665484300571	776	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665484304226	1665484304368	OK	 
GROUP	1	ET_030_Before_You_Continue	1665484304222	1665484304742	459	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665484308162	1665484308275	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665484308278	1665484308509	OK	 
GROUP	1	ET_040_Work_Postcode	1665484308142	1665484309201	1023	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665484312528	1665484312629	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665484312634	1665484312788	OK	 
GROUP	1	ET_050_Claim_Yourself	1665484312522	1665484313141	580	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665484315705	1665484315839	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665484315840	1665484315976	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665484315701	1665484316657	942	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665484319358	1665484319458	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665484319465	1665484319583	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665484319354	1665484319943	564	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665484323180	1665484323293	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665484323295	1665484323377	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665484323380	1665484323487	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665484323490	1665484323613	OK	 
GROUP	1	ET_080_Representative	1665484323173	1665484324264	1021	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665484328008	1665484328767	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665484328771	1665484334842	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665484334846	1665484334974	OK	 
GROUP	1	ET_090_Log_In	1665484328001	1665484335104	7083	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665484337735	1665484337907	OK	 
GROUP	1	ET_100_One_Go	1665484337731	1665484338192	449	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665484341904	1665484342006	OK	 
GROUP	1	ET_110_Personal_Details	1665484341900	1665484342972	1061	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665484346228	1665484346357	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665484346360	1665484346461	OK	 
GROUP	1	ET_120_DoB	1665484346222	1665484346600	362	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665484349387	1665484349526	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665484349527	1665484349783	OK	 
GROUP	1	ET_130_Sex	1665484349382	1665484350163	762	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665484352428	1665484353058	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665484352422	1665484353061	630	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665484356483	1665484356583	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665484356593	1665484356726	OK	 
GROUP	1	ET_145_Your_Address_Select	1665484356481	1665484356964	449	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665484360256	1665484360363	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665484360368	1665484360464	OK	 
GROUP	1	ET_150_Telephone_Number	1665484360252	1665484361011	737	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665484363286	1665484363436	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665484363440	1665484363556	OK	 
GROUP	1	ET_160_Contact_Method	1665484363282	1665484363740	437	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665484367506	1665484367614	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665484367617	1665484367790	OK	 
GROUP	1	ET_170_Hearing_Participation	1665484367500	1665484368035	512	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665484370474	1665484370560	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665484370562	1665484370667	OK	 
GROUP	1	ET_180_Need_Support	1665484370472	1665484370949	461	OK
