RUN	simulations.ET_Simulation	et-simulation	1665150798164	 	3.3.1
USER	ETCreateClaim	1	START	1665150799869	1665150799869
REQUEST	1	ET_010_Home	ET_010_005_Home	1665150799904	1665150800398	OK	 
GROUP	1	ET_010_Home	1665150799891	1665150801614	1615	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665150804968	1665150805096	OK	 
GROUP	1	ET_020_Start	1665150804965	1665150805512	510	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665150808308	1665150808681	OK	 
GROUP	1	ET_030_Before_You_Continue	1665150808297	1665150809330	910	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665150812441	1665150812567	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665150812572	1665150812679	OK	 
GROUP	1	ET_040_Work_Postcode	1665150812406	1665150813108	617	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665150816005	1665150816101	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665150816109	1665150816287	OK	 
GROUP	1	ET_050_Claim_Yourself	1665150815996	1665150816779	716	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665150818801	1665150818901	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665150818905	1665150819094	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665150818796	1665150819495	674	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665150822643	1665150822780	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665150822785	1665150822893	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665150822631	1665150823371	703	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665150826910	1665150827011	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665150827018	1665150827124	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665150827135	1665150827341	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665150827358	1665150827491	OK	 
GROUP	1	ET_080_Representative	1665150826897	1665150828331	1325	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665150832070	1665150832838	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665150832842	1665150838660	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665150838668	1665150838828	OK	 
GROUP	1	ET_090_Log_In	1665150832055	1665150839088	6992	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665150841331	1665150841518	OK	 
GROUP	1	ET_100_One_Go	1665150841327	1665150842035	692	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665150846010	1665150846119	OK	 
GROUP	1	ET_110_Personal_Details	1665150846006	1665150846299	261	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665150849081	1665150849159	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665150849166	1665150849307	KO	substring(What is your preferred title?).find.exists, found nothing
GROUP	1	ET_120_DoB	1665150849075	1665150849331	219	KO
USER	ETCreateClaim	1	END	1665150799869	1665150849347
