RUN	simulations.ET_Simulation	et-simulation	1665657852789	 	3.3.1
USER	ETCreateClaim	1	START	1665657853613	1665657853613
REQUEST	1	ET_010_Home	ET_010_005_Home	1665657853647	1665657853829	OK	 
GROUP	1	ET_010_Home	1665657853623	1665657854239	498	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665657859721	1665657859828	OK	 
GROUP	1	ET_020_Start	1665657859713	1665657859958	201	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665657865038	1665657865117	OK	 
GROUP	1	ET_030_Before_You_Continue	1665657865035	1665657865265	166	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665657871319	1665657871367	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665657871372	1665657871474	OK	 
GROUP	1	ET_040_Work_Postcode	1665657871305	1665657871798	462	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665657875841	1665657875920	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665657875922	1665657875997	OK	 
GROUP	1	ET_050_Claim_Yourself	1665657875835	1665657876096	233	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665657880431	1665657880470	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665657880474	1665657880521	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665657880424	1665657880619	175	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665657885496	1665657885529	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665657885532	1665657885662	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665657885495	1665657885760	250	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665657889870	1665657889912	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665657889920	1665657889971	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665657889973	1665657890057	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665657890060	1665657890209	OK	 
GROUP	1	ET_080_Representative	1665657889865	1665657890828	868	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665657895341	1665657895929	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665657895932	1665657898548	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665657898555	1665657898654	OK	 
GROUP	1	ET_090_Log_In	1665657895333	1665657898754	3389	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665657904987	1665657905086	OK	 
GROUP	1	ET_100_One_Go	1665657904984	1665657905177	182	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665657909347	1665657909441	OK	 
GROUP	1	ET_110_Personal_Details	1665657909345	1665657909535	179	OK
REQUEST	1	ET_120_DoB	ET_120_005_DoB	1665657915519	1665657915560	OK	 
REQUEST	1	ET_120_DoB	ET_120_005_DoB Redirect 1	1665657915562	1665657915610	OK	 
GROUP	1	ET_120_DoB	1665657915515	1665657915701	168	OK
REQUEST	1	ET_130_Sex	ET_130_005_Sex	1665657922016	1665657922056	OK	 
REQUEST	1	ET_130_Sex	ET_130_005_Sex Redirect 1	1665657922061	1665657922145	OK	 
GROUP	1	ET_130_Sex	1665657922015	1665657922261	224	OK
REQUEST	1	ET_140_Your_Address_LookUp	XUI_Common_000_PostcodeLookup	1665657926278	1665657926863	OK	 
GROUP	1	ET_140_Your_Address_LookUp	1665657926274	1665657926870	585	OK
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select	1665657931477	1665657931518	OK	 
REQUEST	1	ET_145_Your_Address_Select	ET_145_005_Your_Address_Select Redirect 1	1665657931522	1665657931578	OK	 
GROUP	1	ET_145_Your_Address_Select	1665657931475	1665657931776	285	OK
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number	1665657936850	1665657936892	OK	 
REQUEST	1	ET_150_Telephone_Number	ET_150_005_Telephone_Number Redirect 1	1665657936898	1665657936980	OK	 
GROUP	1	ET_150_Telephone_Number	1665657936845	1665657937071	207	OK
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method	1665657941470	1665657941526	OK	 
REQUEST	1	ET_160_Contact_Method	ET_160_005_Contact_Method Redirect 1	1665657941531	1665657941607	OK	 
GROUP	1	ET_160_Contact_Method	1665657941464	1665657941705	218	OK
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation	1665657945956	1665657945991	OK	 
REQUEST	1	ET_170_Hearing_Participation	ET_170_005_Hearing_Participation Redirect 1	1665657945992	1665657946070	OK	 
GROUP	1	ET_170_Hearing_Participation	1665657945955	1665657946159	194	OK
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support	1665657950906	1665657950945	OK	 
REQUEST	1	ET_180_Need_Support	ET_180_005_Need_Support Redirect 1	1665657950946	1665657950994	OK	 
GROUP	1	ET_180_Need_Support	1665657950895	1665657951083	169	OK
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed	1665657957350	1665657957387	OK	 
REQUEST	1	ET_190_Contact_Completed	ET_190_005_Contact_Completed Redirect 1	1665657957391	1665657957465	OK	 
GROUP	1	ET_190_Contact_Completed	1665657957345	1665657957654	292	OK
REQUEST	1	ET_200_Employment_Status	ET_200_005_Employment_Status	1665657964663	1665657964758	OK	 
GROUP	1	ET_200_Employment_Status	1665657964661	1665657964863	182	OK
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation	1665657969560	1665657969602	OK	 
REQUEST	1	ET_210_Work_For_Org	ET_210_005_Work_For_Organisation Redirect 1	1665657969606	1665657969708	OK	 
GROUP	1	ET_210_Work_For_Org	1665657969555	1665657969816	236	OK
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org	1665657974060	1665657974098	OK	 
REQUEST	1	ET_220_Still_Work_For_Org	ET_220_005_Still_Work_For_Org Redirect 1	1665657974099	1665657974181	OK	 
GROUP	1	ET_220_Still_Work_For_Org	1665657974055	1665657974271	200	OK
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details	1665657980312	1665657980353	OK	 
REQUEST	1	ET_230_Employment_Details	ET_230_005_Employment_Details Redirect 1	1665657980358	1665657980446	OK	 
GROUP	1	ET_230_Employment_Details	1665657980305	1665657980650	320	OK
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date	1665657986802	1665657986848	OK	 
REQUEST	1	ET_240_Start_Date	ET_240_005_Start_Date Redirect 1	1665657986854	1665657986935	OK	 
GROUP	1	ET_240_Start_Date	1665657986794	1665657987045	221	OK
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End	1665657993408	1665657993457	OK	 
REQUEST	1	ET_250_Notice_End	ET_250_005_Notice_End Redirect 1	1665657993460	1665657993519	OK	 
GROUP	1	ET_250_Notice_End	1665657993403	1665657993604	185	OK
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months	1665657999062	1665657999122	OK	 
REQUEST	1	ET_260_Weeks_Or_Months	ET_260_005_Weeks_Or_Months Redirect 1	1665657999126	1665657999220	OK	 
GROUP	1	ET_260_Weeks_Or_Months	1665657999055	1665657999338	256	OK
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months	1665658005501	1665658005541	OK	 
REQUEST	1	ET_270_Number_Of_Months	ET_270_005_Number_Of_Months Redirect 1	1665658005545	1665658005628	OK	 
GROUP	1	ET_270_Number_Of_Months	1665658005496	1665658005736	207	OK
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours	1665658010280	1665658010322	OK	 
REQUEST	1	ET_280_Weekly_Hours	ET_280_005_Weekly_Hours Redirect 1	1665658010326	1665658010382	OK	 
GROUP	1	ET_280_Weekly_Hours	1665658010276	1665658010824	522	OK
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay	1665658015753	1665658015796	OK	 
REQUEST	1	ET_290_Your_Pay	ET_290_005_Your_Pay Redirect 1	1665658015801	1665658015911	OK	 
GROUP	1	ET_290_Your_Pay	1665658015746	1665658016036	255	OK
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions	1665658022166	1665658022199	OK	 
REQUEST	1	ET_300_Pension_Contributions	ET_300_005_Pension_Contributions Redirect 1	1665658022200	1665658022284	OK	 
GROUP	1	ET_300_Pension_Contributions	1665658022165	1665658022388	209	OK
