RUN	simulations.ET_Simulation	et-simulation	1665485565191	 	3.3.1
USER	ETCreateClaim	1	START	1665485566666	1665485566666
REQUEST	1	ET_010_Home	ET_010_005_Home	1665485566693	1665485567153	OK	 
GROUP	1	ET_010_Home	1665485566673	1665485568147	1345	OK
REQUEST	1	ET_020_Start	ET_020_005_Start	1665485571044	1665485571195	OK	 
GROUP	1	ET_020_Start	1665485571037	1665485571497	422	OK
REQUEST	1	ET_030_Before_You_Continue	ET_030_005_Before_You_Continue	1665485575464	1665485575589	OK	 
GROUP	1	ET_030_Before_You_Continue	1665485575457	1665485575968	436	OK
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode	1665485578791	1665485578907	OK	 
REQUEST	1	ET_040_Work_Postcode	ET_040_005_Work_Postcode Redirect 1	1665485578910	1665485579077	OK	 
GROUP	1	ET_040_Work_Postcode	1665485578767	1665485579635	822	OK
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself	1665485581679	1665485581763	OK	 
REQUEST	1	ET_050_Claim_Yourself	ET_050_005_Claim_Yourself Redirect 1	1665485581765	1665485581866	OK	 
GROUP	1	ET_050_Claim_Yourself	1665485581676	1665485582205	503	OK
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others	1665485586065	1665485586164	OK	 
REQUEST	1	ET_060_Claim_Own_Or_Others	ET_060_005_Claim_Own_Or_Others Redirect 1	1665485586166	1665485586266	OK	 
GROUP	1	ET_060_Claim_Own_Or_Others	1665485586057	1665485586665	574	OK
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate	1665485590171	1665485590284	OK	 
REQUEST	1	ET_070_ACAS_Certificate	ET_070_005_ACAS_Certificate Redirect 1	1665485590286	1665485590449	OK	 
GROUP	1	ET_070_ACAS_Certificate	1665485590166	1665485591081	899	OK
REQUEST	1	ET_080_Representative	ET_080_005_Representative	1665485594887	1665485595007	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 1	1665485595010	1665485595113	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 2	1665485595115	1665485595251	OK	 
REQUEST	1	ET_080_Representative	ET_080_005_Representative Redirect 3	1665485595252	1665485595374	OK	 
GROUP	1	ET_080_Representative	1665485594875	1665485596153	1181	OK
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In	1665485599847	1665485600274	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 1	1665485600280	1665485603904	OK	 
REQUEST	1	ET_090_Log_In	ET_090_005_Log_In Redirect 2	1665485603910	1665485604017	OK	 
GROUP	1	ET_090_Log_In	1665485599836	1665485604326	4459	OK
REQUEST	1	ET_100_One_Go	ET_100_005_One_Go	1665485607161	1665485607291	OK	 
GROUP	1	ET_100_One_Go	1665485607157	1665485607791	625	OK
REQUEST	1	ET_110_Personal_Details	ET_110_005_Personal_Details	1665485611697	1665485611805	OK	 
